PCA1,PCA3,Feature
0.9785753635821861,0.198534828301524,文字数
0.9908201099411481,0.11805121984993029,単語数
-0.226779112332704,0.7302796853293654,平均単語長
-0.2272250221199373,0.6409357308756832,感情スコア
