PCA1,PCA3
3.1624965899044857,0.05660516073042698
1.0451489077724005,0.08385803406273505
0.8117811770316221,-1.2017467387422975
0.45243180324660637,-1.257757005930366
4.036325491234182,0.2688005593637443
-0.7837391496484939,-0.29636673493230137
-0.8797978002168261,-0.8979795957047734
-0.6976730154545101,-0.2697745977421293
-0.05450489257899908,-0.9715456714095733
-0.3054868239650327,0.9132739659874127
-0.026434329275554096,-0.46190977960815616
1.4378700700005833,-1.45632302035984
0.11825912779736569,1.0659312430312688
0.7525646528231249,-0.026187264322184812
-0.09093987129044491,-0.21346270604882384
0.09037972434104725,0.4357331176985512
0.3824700512433482,-0.3897886439673543
-1.757740833129381,1.6170195035037478
1.2862280682196445,-1.3348923654386406
7.246495954843248,0.24656446305969457
1.5470534883484095,0.7825352207312065
5.67322078257152,0.6820975435649189
1.1210520994054642,-0.4561114494049292
2.3078553850650696,0.4000413094441431
1.110496044411265,-1.1356660458395513
0.5785413561414043,-0.5547939069179072
-0.5892715144470417,-0.06919502813674551
0.01627991257322444,-0.5098505849365046
-0.8023085819399438,0.3626514940305125
0.9822143738035446,-0.8726615707593322
0.6260034669559443,0.4846694118704576
-1.9656084429734895,2.048543399889328
0.6924604613536135,0.21902728191404786
1.2996303507613416,0.050252288846214174
3.046682237173319,-0.2474391501860657
-1.2729723659395984,-0.7391533765472375
3.411715282851827,-0.5347541774941614
4.662745642982356,-0.11336864925874644
0.6033303284294506,-0.7608872745496355
0.373191177380549,-0.7057711444824559
-1.8084301907247013,1.6095389834799954
1.0450566956682155,-0.16911003068337496
-0.6162281205991842,-0.760410385682539
-0.027704353608448192,0.7910971362685963
0.14802913901485118,-0.2969533682592139
0.7532911233766489,-0.9656649081630382
1.6764929481383717,0.6178147921456973
2.0326515046952975,-1.6192121906679213
1.1936526013911155,-0.5347420448234762
0.5261243954341468,-0.6889209456750118
0.03212177893948758,0.31798071421990065
-0.27209083942580353,-0.7578097895824255
-0.03261320695099994,0.6751907194568135
2.053753082084116,-0.7347221024790954
-0.5344776695927672,-1.6864144832327639
-0.18734737134884902,-0.9364113946191579
-0.8456368584770101,0.4814579938404386
-0.5891317452647317,1.0707070600565567
2.3011338159048793,-0.5229071782048883
-0.21989779843553786,-0.4292000241295431
1.6987795539308523,0.9847021241153426
