文番号,文字数,単語数,平均単語長,感情スコア
22213,59,44,1.3409090909090908,0.005781497600000685
22214,18,15,1.2,0.2896182405133657
22215,28,17,1.6470588235294117,0.14547930858955593
22216,48,33,1.4545454545454546,0.0009290745548365953
22217,21,15,1.4,0.19322822313217314
22218,38,29,1.3103448275862069,0.13027144125012013
22219,22,16,1.375,0.7544286853938659
22220,70,52,1.3461538461538463,0.03681691156289535
22221,34,27,1.2592592592592593,0.9815333784455939
22222,43,30,1.4333333333333333,0.33707718769107176
22223,24,17,1.411764705882353,0.11752697329053952
22224,22,13,1.6923076923076923,0.7931877510784464
22225,55,39,1.3846153846153846,0.08229600308021856
22226,29,22,1.3181818181818181,0.08753134917504668
22227,68,47,1.446808510638298,0.40984315434754237
22228,31,18,1.6111111111111112,0.09211515513449642
22229,30,18,1.6666666666666667,0.08810371365228808
22230,43,32,1.34375,0.5385519772872078
22231,50,41,1.2195121951219512,0.0004608263216062669
22232,60,42,1.4285714285714286,0.02642403874294208
22233,25,19,1.2105263157894737,0.8911569851081287
22234,33,25,1.32,0.2346632562126778
22235,79,58,1.3620689655172413,0.20199290412292936
22236,39,32,1.1875,0.9976745304633663
22237,5,3,1.3333333333333333,0.5
22238,10,7,1.4285714285714286,0.5
22239,16,12,1.3333333333333333,0.15600103350397743
22240,11,7,1.5714285714285714,0.19559952243534506
22241,72,50,1.44,0.958561085346363
22242,68,48,1.4166666666666667,0.1366297614723132
22243,32,23,1.391304347826087,0.03177142987232984
22244,9,7,1.2857142857142858,0.07221653938665473
22245,41,28,1.4642857142857142,0.02200332187895171
22246,39,27,1.4444444444444444,0.5071976891493779
22247,21,15,1.4,0.6347728293954603
22248,52,34,1.5294117647058822,0.9242615223635703
22249,24,19,1.263157894736842,0.0592211320317062
22250,27,18,1.5,0.03927233692230059
22251,10,8,1.25,0.1694422007893709
22252,51,36,1.3888888888888888,0.008144862807979436
22253,9,6,1.3333333333333333,0.4323939470620385
22254,108,79,1.3670886075949367,0.016656568778805947
22255,46,31,1.4193548387096775,0.09896341900472605
22256,19,15,1.2666666666666666,0.06261763227925465
22257,10,8,1.25,0.4044403148921576
22258,20,11,1.7272727272727273,0.31884812095154136
22259,41,29,1.4137931034482758,0.003243173009946476
22260,29,18,1.6111111111111112,0.1500991376861548
22261,33,20,1.6,0.3231741325034385
22262,57,39,1.4615384615384615,0.0738231206385156
22263,23,16,1.3125,0.0259336819088285
22264,38,27,1.4074074074074074,0.03281000674037504
22265,39,28,1.3928571428571428,0.6266334079208646
22266,32,24,1.3333333333333333,0.7352315301753709
22267,27,18,1.5,0.3414864915889627
22268,20,10,1.8,0.14127737321604517
22269,26,20,1.3,0.41165485835658355
22270,16,11,1.4545454545454546,0.5989489150282162
22271,14,10,1.4,0.82553445285897
22272,24,16,1.5,0.29930931923803017
22273,57,42,1.3571428571428572,0.10103479556823658
22274,24,15,1.6,0.08336332071896235
22275,27,19,1.4210526315789473,0.9138036179239004
22276,40,32,1.1875,0.20893384818506988
22277,12,7,1.7142857142857142,0.5740928728402414
22278,29,22,1.3181818181818181,0.6368294963908541
22279,36,29,1.2413793103448276,0.7323848189161121
22280,63,42,1.5,0.961924512320022
22281,39,30,1.2333333333333334,0.08184794738900181
22282,16,11,1.4545454545454546,0.5407779069931138
22283,23,16,1.4375,0.6300649965893723
22284,31,21,1.4761904761904763,0.6453439480320273
22285,81,59,1.3728813559322033,0.983655719524353
22286,38,26,1.3846153846153846,0.32609917903256735
22287,29,20,1.45,0.9474252676807476
22288,36,27,1.3333333333333333,0.686855535291764
22289,13,8,1.625,0.9057621706853203
22290,25,18,1.3888888888888888,0.8304192777753395
22291,23,16,1.4375,0.32284622118682615
22292,19,12,1.5833333333333333,0.4974406172383601
22293,9,7,1.2857142857142858,0.4587648540314051
22294,11,7,1.5714285714285714,0.5
22295,54,34,1.5294117647058822,0.923451596993212
22296,33,21,1.5714285714285714,0.46965930346618345
22297,67,48,1.3958333333333333,0.0007347714907145475
22298,70,45,1.5555555555555556,0.0002820617039757112
22299,14,11,1.2727272727272727,0.9434645335219743
22300,24,17,1.411764705882353,0.8459413900747357
22301,26,20,1.3,0.5397866913526609
22302,38,26,1.4615384615384615,0.012939951908342295
22303,45,30,1.5,0.28339625577360383
22304,35,23,1.5217391304347827,0.15588841992244096
22305,39,23,1.6956521739130435,0.9078000747876651
22306,30,22,1.3636363636363635,0.9079369230558801
22307,28,21,1.2380952380952381,0.9920240482313706
22308,25,19,1.3157894736842106,0.9588938467993527
22309,21,16,1.3125,0.15909600619151443
22310,17,11,1.5454545454545454,0.0270596593972654
22311,29,19,1.5263157894736843,0.9749479309450189
22312,28,17,1.6470588235294117,0.13186365240994702
22313,46,32,1.4375,0.638966063738907
22314,17,15,1.1333333333333333,0.46574552922836765
22315,36,26,1.3076923076923077,0.9469550625684673
22316,17,13,1.3076923076923077,0.7579162896108085
22317,27,19,1.4210526315789473,0.7917048522387297
22318,27,17,1.588235294117647,0.17217783401056042
22319,74,53,1.3962264150943395,0.9973265622663169
22320,68,50,1.32,0.46462958748086647
22321,51,38,1.3421052631578947,0.7279327696956073
22322,22,18,1.2222222222222223,0.05871128148669824
22323,53,37,1.4324324324324325,0.48324266854234155
22324,39,23,1.608695652173913,0.5321580922544894
22325,73,55,1.3272727272727274,0.08271596175335594
22326,37,25,1.48,0.35370918014542874
22327,68,44,1.5454545454545454,0.8394260340260625
22328,50,31,1.6129032258064515,0.5118538357966137
22329,39,27,1.4444444444444444,0.15056461442530678
22330,43,29,1.4137931034482758,0.7727641367528724
22331,24,17,1.411764705882353,0.8097643956337204
22332,71,45,1.5777777777777777,0.008765233279900864
22333,37,26,1.4230769230769231,0.9196094179150055
22334,34,24,1.4166666666666667,0.6178994364588507
22335,36,26,1.3846153846153846,0.917326178685605
22336,37,26,1.4230769230769231,0.10784015327495655
22337,15,11,1.3636363636363635,0.821390956163885
22338,38,25,1.52,0.09713340871367193
22339,64,41,1.5609756097560976,0.11325775735035948
22340,52,34,1.5294117647058822,0.10540200734642824
22341,66,42,1.5714285714285714,0.4019664064980637
22342,76,52,1.4615384615384615,0.5290844890007859
22343,24,15,1.6,0.6424996499655712
22344,37,27,1.2962962962962963,0.7346050669674542
22345,18,14,1.2857142857142858,0.4077248079918714
22346,35,23,1.5217391304347827,0.9437633089794173
22347,46,32,1.375,0.28865290965803614
22348,68,48,1.4166666666666667,0.06794263492861774
22349,33,21,1.5714285714285714,0.9960706797236979
22350,20,15,1.3333333333333333,0.8409331527904275
22351,31,22,1.4090909090909092,0.30880607548881345
22352,41,27,1.5185185185185186,0.11989188597871259
22353,44,28,1.5714285714285714,0.9921626345245195
22354,18,12,1.5,0.5898679045629389
22355,54,38,1.4210526315789473,0.9998172185771115
22356,26,19,1.368421052631579,0.7180557066089437
22357,21,14,1.5,0.6517949057813313
22358,63,41,1.4878048780487805,0.4253670425650091
22359,26,16,1.625,0.623206285203687
22360,41,27,1.5185185185185186,0.5759816844006952
22361,43,29,1.4137931034482758,0.9739786273623545
22362,55,40,1.375,0.024303526174218715
22363,15,12,1.25,0.7115108027885398
22364,61,49,1.2448979591836735,0.0030458712649052977
22365,14,10,1.4,0.6224196524557765
22366,26,19,1.368421052631579,0.1374274113934254
22367,11,6,1.6666666666666667,0.12340696357079162
22368,16,12,1.3333333333333333,0.6726786110093026
22369,33,26,1.2307692307692308,0.22737364513356773
22370,22,17,1.2941176470588236,0.2290094987310024
22371,27,16,1.6875,0.724077991513888
22372,17,13,1.2307692307692308,0.8261272509265363
22373,30,19,1.5263157894736843,0.07686725065654954
22374,15,9,1.6666666666666667,0.37165162461671686
22375,35,23,1.5217391304347827,0.07606779777500816
22376,49,36,1.3611111111111112,0.9984960313144005
22377,17,11,1.4545454545454546,0.5135835860047511
22378,18,13,1.3846153846153846,0.32911133985034524
22379,9,6,1.3333333333333333,0.4319686978398509
22380,42,31,1.3548387096774193,0.00572044831911156
22381,26,20,1.3,0.2640447885624656
22382,44,27,1.5925925925925926,0.1337794962214659
22383,17,9,1.7777777777777777,0.5432656745838177
22384,14,8,1.75,0.17793867244620043
22385,22,16,1.375,0.02036828466471019
22386,27,18,1.5,0.09365845412784513
22387,27,19,1.4210526315789473,0.9981161544303446
22388,22,19,1.1578947368421053,0.11122723873922369
22389,34,25,1.36,0.055790606914807306
22390,17,12,1.3333333333333333,0.04753737634189015
22391,84,59,1.423728813559322,0.8325679336127683
22392,52,41,1.2682926829268293,0.7763714035534379
22393,18,12,1.5,0.6275992011161771
22394,40,25,1.56,0.020661823147505864
22395,36,24,1.4583333333333333,0.5673745275111423
22396,29,23,1.2173913043478262,0.2708309220231996
22397,59,42,1.380952380952381,0.004969499609777217
22398,66,42,1.5714285714285714,0.0003165405277477662
22399,30,21,1.4285714285714286,0.21735342062053098
22400,47,32,1.4375,0.14863583975511663
22401,26,18,1.4444444444444444,0.4111063284291503
22402,42,26,1.6153846153846154,0.9799355821462197
22403,48,36,1.3333333333333333,0.03089742831954201
22404,56,42,1.3333333333333333,0.8255351197397187
22405,12,9,1.3333333333333333,0.6252035051254453
22406,15,13,1.0769230769230769,0.245293180402666
22407,28,19,1.4210526315789473,0.6953930120395685
22408,71,46,1.5434782608695652,0.516448253912189
22409,19,14,1.3571428571428572,0.21823644169927559
22410,47,31,1.5161290322580645,0.9586162336218285
22411,20,14,1.4285714285714286,0.20642812966706348
22412,50,37,1.3513513513513513,0.022186300860371544
22413,31,23,1.3043478260869565,0.4585969659895943
22414,41,25,1.6,0.37389808675434677
22415,48,37,1.2432432432432432,0.9308779727814567
22416,32,23,1.391304347826087,0.8514837584743792
22417,34,24,1.4166666666666667,0.10046252415231838
22418,43,26,1.6538461538461537,0.10315146073076076
22419,60,41,1.4634146341463414,0.40419809152720154
22420,57,37,1.5405405405405406,0.37166926699699054
22421,13,8,1.375,0.8123321944479982
22422,28,20,1.4,0.41045162442186967
22423,21,15,1.4,0.5877775089384836
22424,31,21,1.4761904761904763,0.14747227491421244
22425,58,44,1.3181818181818181,0.8811838465845636
22426,31,22,1.4090909090909092,0.3966210155532969
22427,103,68,1.5147058823529411,0.07279408950698507
22428,38,28,1.3571428571428572,0.017799243494167283
22429,36,23,1.565217391304348,0.997176862454106
22430,28,19,1.368421052631579,0.3539260094252016
22431,18,13,1.3846153846153846,0.7629802774577005
22432,56,40,1.4,0.971758467521088
22433,23,14,1.6428571428571428,0.02931960282160384
22434,30,22,1.3636363636363635,0.1454399534220625
22435,27,19,1.3157894736842106,0.6719942629064142
22436,47,27,1.7407407407407407,0.8939683136223227
22437,21,15,1.4,0.9257271484810323
22438,28,18,1.5555555555555556,0.3899916720177933
22439,33,19,1.736842105263158,0.03153161358938339
22440,31,21,1.4761904761904763,0.34894034862161827
22441,48,35,1.3714285714285714,0.6412855016183396
22442,50,37,1.3513513513513513,0.8770088301333373
22443,23,18,1.2777777777777777,0.7254102174290125
22444,41,26,1.5769230769230769,0.02440699998794016
22445,17,10,1.7,0.4571708467392629
22446,115,82,1.4024390243902438,0.9676916611328609
22447,53,35,1.5142857142857142,0.012106104033045018
22448,30,20,1.5,0.16883824314773832
22449,33,21,1.4761904761904763,0.7805753819022595
22450,13,9,1.4444444444444444,0.09080800234647324
22451,36,25,1.44,0.9629361924459867
22452,36,25,1.44,0.9413816757735807
22453,34,26,1.3076923076923077,0.06640364476807326
22454,26,15,1.7333333333333334,0.5577265987041139
22455,27,17,1.4705882352941178,0.540308592146518
22456,18,13,1.3846153846153846,0.6760791075505451
22457,29,17,1.7058823529411764,0.005641801575943184
22458,34,23,1.434782608695652,0.9747636843206057
22459,13,9,1.4444444444444444,0.5540708458052026
22460,25,17,1.3529411764705883,0.56840682189748
22461,50,36,1.3888888888888888,0.03784074046804187
22462,92,63,1.4603174603174602,0.030029191111648035
22463,24,20,1.2,0.9495933843722546
22464,48,32,1.5,0.06191309543165047
22465,42,32,1.3125,0.5727573423624616
22466,45,31,1.4516129032258065,0.3128559756341547
22467,18,13,1.3846153846153846,0.3604084353174102
22468,26,21,1.2380952380952381,0.02462278347779079
22469,46,32,1.4375,0.764098993750628
22470,35,27,1.2962962962962963,0.18291159011756564
22471,201,142,1.4014084507042253,0.23054457325026145
22472,16,13,1.2307692307692308,0.1302960418812612
22473,38,24,1.5833333333333333,0.8959530873100202
22474,31,23,1.3478260869565217,0.911061714319381
22475,25,15,1.6666666666666667,0.333739671565879
22476,18,14,1.2857142857142858,0.6662466046628854
22477,45,30,1.5,0.03886089698580364
22478,30,19,1.5263157894736843,0.13244742541461196
22479,51,37,1.3783783783783783,0.8150232819935618
22480,29,20,1.45,0.3536373575737285
22481,36,28,1.2857142857142858,0.12655640255916967
22482,34,24,1.4166666666666667,0.1746054048447756
22483,47,33,1.393939393939394,0.012586225195630352
22484,20,12,1.5,0.5135472083289977
22485,36,23,1.565217391304348,0.02111139180557986
22486,38,27,1.4074074074074074,0.3308337704498072
22487,30,21,1.4285714285714286,0.4721959897093104
22488,43,33,1.2727272727272727,0.7416279646145073
22489,77,53,1.4528301886792452,0.4056229824320149
22490,107,73,1.4657534246575343,0.034853894836399
22491,44,34,1.2941176470588236,0.13577796704057143
22492,45,30,1.5,0.9473058030036182
22493,16,11,1.4545454545454546,0.7730058454188841
22494,33,21,1.5238095238095237,0.3506672311756739
22495,32,24,1.3333333333333333,0.8579618221443399
22496,30,20,1.5,0.7801045481952772
22497,23,20,1.15,0.042635901194653214
22498,18,13,1.3846153846153846,0.3040445827162641
22499,48,35,1.3714285714285714,0.0007475218567712938
22500,27,18,1.5,0.3630116157562402
22501,45,30,1.4666666666666666,0.6404838716492482
22502,18,10,1.8,0.1646425348775723
22503,31,22,1.4090909090909092,0.8667896232946747
22504,43,29,1.4137931034482758,0.7237395913672873
22505,37,26,1.4230769230769231,0.2342304968182981
22506,28,20,1.4,0.05495833434577124
22507,17,14,1.2142857142857142,0.44542275407345366
22508,18,13,1.3846153846153846,0.21509913724366525
22509,27,17,1.588235294117647,0.2910456508171678
22510,42,32,1.3125,0.04982291370665626
22511,32,24,1.3333333333333333,0.596861968847808
22512,27,16,1.5625,0.8688849814124958
22513,41,25,1.64,0.8626846509052571
22514,51,37,1.3783783783783783,0.6207963596371251
22515,32,23,1.391304347826087,0.3865113178867102
22516,77,56,1.375,0.009816011410171965
22517,49,34,1.4411764705882353,0.5766118708688386
22518,65,47,1.3404255319148937,0.0033339382578482235
22519,44,33,1.3333333333333333,0.09969162087880912
22520,37,29,1.2758620689655173,0.21061537536060815
22521,27,20,1.35,0.03847891166658446
22522,33,22,1.5,0.7902656139775925
22523,29,18,1.6111111111111112,0.08621635998344657
22524,29,19,1.5263157894736843,0.020204678900185402
22525,27,19,1.4210526315789473,0.5027730353936258
22526,40,31,1.2258064516129032,0.008913347981547526
22527,32,15,2.1333333333333333,0.8014483890723528
22528,32,22,1.4545454545454546,0.06904435977828016
22529,31,20,1.45,0.8514092419436653
22530,35,25,1.4,0.6289331487396427
22531,22,15,1.4666666666666666,0.816557348088584
22532,20,16,1.25,0.9894105988142896
22533,32,23,1.391304347826087,0.9895766030042372
22534,37,24,1.5416666666666667,0.988666729153895
22535,51,36,1.4166666666666667,0.513700197319115
22536,28,23,1.2173913043478262,0.5501497688257344
22537,34,25,1.36,0.7264139495389784
22538,31,21,1.4761904761904763,0.5299764858095699
22539,49,38,1.236842105263158,0.07761128711003007
22540,15,12,1.25,0.4976863071438292
22541,65,43,1.5116279069767442,0.004126735935519266
22542,27,19,1.4210526315789473,0.6142849441956644
22543,51,36,1.4166666666666667,0.3479539506317577
22544,39,30,1.2333333333333334,0.9276956076753756
22545,39,27,1.4444444444444444,0.9704396016264798
22546,49,33,1.4848484848484849,0.5444826573450131
22547,46,31,1.4838709677419355,0.9946387590701927
22548,24,15,1.4666666666666666,0.6594257561603327
22549,27,20,1.35,0.5266493307069812
22550,20,13,1.5384615384615385,0.43157597552009574
22551,11,10,1.1,0.5086186362302713
22552,29,17,1.7058823529411764,0.6833515746536009
22553,13,10,1.3,0.14325805645524048
22554,46,30,1.5333333333333334,0.166586758251291
22555,30,21,1.3333333333333333,0.9096002200724631
22556,41,27,1.5185185185185186,0.8092936219492889
22557,19,13,1.4615384615384615,0.32819149374871737
22558,23,18,1.2777777777777777,0.3640341402618489
22559,25,18,1.3888888888888888,0.8061419055631884
22560,66,50,1.32,0.9809346670609513
22561,22,15,1.3333333333333333,0.022847039242182787
22562,28,17,1.6470588235294117,0.14543430405450453
22563,36,28,1.2857142857142858,0.02474505187270304
22564,35,27,1.2962962962962963,0.9095022937794851
22565,20,15,1.3333333333333333,0.15521122135292764
22566,49,36,1.3611111111111112,0.0016731497030841869
22567,13,10,1.3,0.09950635614140568
22568,44,35,1.2571428571428571,0.48406424914699
22569,11,4,2.75,0.4315678522763574
22570,63,43,1.4186046511627908,0.19688758265003536
22571,19,14,1.3571428571428572,0.33734996201293477
22572,28,22,1.2272727272727273,0.24158770336057522
22573,21,16,1.25,0.20414830114471094
22574,60,47,1.2765957446808511,0.8491759432958927
22575,16,11,1.3636363636363635,0.2160687425388671
22576,8,5,1.6,0.7237946727155168
22577,20,13,1.5384615384615385,0.009839551083583475
22578,82,58,1.396551724137931,0.006077604557210958
22579,7,4,1.5,0.5
22580,84,54,1.5555555555555556,0.6381923191366556
22581,65,41,1.5853658536585367,0.5553844258990409
22582,138,96,1.4375,0.019646956123030024
22583,17,11,1.5454545454545454,0.02981311449846047
22584,50,37,1.3513513513513513,0.06560982377177016
22585,31,23,1.3478260869565217,0.18225006808480815
22586,40,29,1.3103448275862069,0.9048812953813815
22587,27,15,1.8,0.7283360551263861
22588,77,57,1.3508771929824561,0.9023862730101935
22589,73,50,1.46,0.9965880999497331
22590,46,32,1.4375,0.5799277370790908
22591,25,16,1.4375,0.039288449251254076
22592,22,15,1.4666666666666666,0.10918992972704655
22593,69,50,1.38,0.0011859546520278652
22594,34,23,1.4782608695652173,0.028105958769927275
22595,58,43,1.3488372093023255,0.0021939876311929396
22596,39,28,1.3928571428571428,0.005416280789427352
22597,36,25,1.44,0.29227313164113966
22598,43,31,1.3870967741935485,0.15976344091864292
22599,20,15,1.3333333333333333,0.41520637506757285
22600,23,14,1.6428571428571428,0.057222361407367806
22601,18,13,1.2307692307692308,0.48436704441711653
22602,75,49,1.530612244897959,0.417987939544587
22603,31,22,1.4090909090909092,0.048447360880575885
22604,33,22,1.5,0.04348711381128101
22605,45,33,1.3636363636363635,0.9387918338083314
22606,28,20,1.4,0.2457797358284447
22607,32,21,1.4285714285714286,0.9819445732858719
22608,114,79,1.4430379746835442,0.18380180829274428
22609,15,10,1.5,0.8231789392828869
22610,41,31,1.3225806451612903,0.25766209370924886
22611,15,12,1.25,0.8633941072632302
22612,46,33,1.393939393939394,0.6506018590806233
22613,46,30,1.5333333333333334,0.04235169215367296
22614,33,24,1.375,0.11942559231424599
22615,78,56,1.3571428571428572,0.021396827900675985
22616,59,41,1.4390243902439024,0.9700520270068723
22617,45,33,1.3636363636363635,0.8439549366221778
22618,29,20,1.45,0.11408829966997913
22619,20,13,1.5384615384615385,0.09000831774586548
22620,14,8,1.75,0.44767845850986676
22621,26,18,1.4444444444444444,0.8948771332695125
22622,31,23,1.3478260869565217,0.9026705576986349
22623,15,12,1.25,0.5710472880839026
22624,85,67,1.2686567164179106,0.4179964918315252
22625,124,91,1.3626373626373627,1.4519771379672974e-06
22626,21,17,1.2352941176470589,0.039335340403463204
22627,32,20,1.6,0.6227579654908801
22628,36,28,1.2857142857142858,0.7505181701960517
22629,18,11,1.4545454545454546,0.08151602260849744
22630,63,47,1.3404255319148937,0.9355594526743747
22631,41,25,1.64,0.9723129772841266
22632,46,30,1.5333333333333334,0.1518541529907187
22633,41,32,1.28125,0.02041236033610283
22634,17,13,1.3076923076923077,0.08972002285938274
22635,48,32,1.5,0.1411933652832641
22636,50,34,1.4705882352941178,0.0031820354137729323
22637,70,46,1.5217391304347827,0.0034533119327189166
22638,15,11,1.3636363636363635,0.42726290652315124
22639,44,30,1.4,0.25699088665716374
22640,22,20,1.1,0.2753776279581269
22641,37,27,1.3703703703703705,0.9983325318912734
22642,61,41,1.4878048780487805,0.9309966309405969
22643,37,25,1.48,0.8778098420399926
22644,58,43,1.3488372093023255,0.3645563502431569
22645,35,27,1.2962962962962963,0.21006940090650816
22646,40,27,1.4814814814814814,0.9594119927017613
22647,50,36,1.3888888888888888,0.2112846471096702
22648,35,25,1.4,0.5687971627537096
22649,36,26,1.3076923076923077,0.7118953641531824
22650,55,42,1.3095238095238095,0.017430234616288565
22651,16,11,1.3636363636363635,0.44767845850986676
22652,27,22,1.1363636363636365,0.5723361172041479
22653,53,39,1.358974358974359,0.03259436126013693
22654,44,30,1.4666666666666666,0.7044161348883371
22655,69,46,1.5,0.019033262459163036
22656,20,15,1.3333333333333333,0.01781056445584317
22657,16,14,1.1428571428571428,0.9858086538944132
22658,39,29,1.3448275862068966,0.82827780976584
22659,15,12,1.25,0.32693525962496794
22660,20,15,1.2666666666666666,0.7196313187119567
22661,54,36,1.4722222222222223,0.5510610461353672
22662,42,32,1.3125,0.9816849307667491
22663,43,32,1.34375,0.6880295958682737
22664,31,25,1.24,0.20476298911191748
22665,26,19,1.368421052631579,0.15085299246576955
22666,85,61,1.3934426229508197,0.9244522239346683
22667,44,34,1.2941176470588236,0.006825827390166905
22668,30,26,1.1538461538461537,0.16230162351555233
22669,10,7,1.2857142857142858,0.7416414762007904
22670,24,20,1.2,0.31918784910644926
22671,11,7,1.4285714285714286,0.5
22672,26,18,1.4444444444444444,0.2132240434757774
22673,26,17,1.5294117647058822,0.695413047114265
22674,33,23,1.434782608695652,0.004298672283282179
22675,63,46,1.3478260869565217,0.8875498008243982
22676,53,35,1.4857142857142858,0.4172657318189832
22677,42,32,1.28125,0.6677560515464229
22678,17,11,1.5454545454545454,0.18756583259432769
22679,32,20,1.55,0.281359562198222
22680,47,35,1.3428571428571427,0.19755799653715755
22681,64,53,1.2075471698113207,0.9999570197553523
22682,31,26,1.1923076923076923,0.17406448740140334
22683,34,24,1.4166666666666667,0.964712480298251
22684,15,11,1.2727272727272727,0.44767845850986676
22685,34,25,1.36,0.9400873989603914
22686,5,3,1.6666666666666667,0.5181938773368924
22687,9,7,1.2857142857142858,0.4898399359603751
22688,31,20,1.55,0.008714952313488733
22689,23,18,1.2777777777777777,0.9248673975100377
22690,65,49,1.3265306122448979,0.029679472557825326
22691,37,27,1.3333333333333333,0.2730030221660905
22692,45,33,1.3333333333333333,0.5158925444057715
22693,77,58,1.3103448275862069,0.0010770781501341364
22694,48,31,1.5483870967741935,0.06017037538078451
22695,6,4,1.5,0.8112883506330444
22696,27,21,1.2857142857142858,0.5388809303091351
22697,50,38,1.3157894736842106,0.7450246322111662
22698,51,36,1.4166666666666667,0.14251033212839437
22699,28,19,1.4736842105263157,0.3040581209343528
22700,22,18,1.1111111111111112,0.7924077972351419
22701,46,32,1.4375,0.014069443452296548
22702,98,69,1.4202898550724639,0.5953104895922093
22703,33,23,1.434782608695652,0.06756653428348658
22704,19,14,1.3571428571428572,0.8281337845541884
22705,44,32,1.375,0.008278823122308543
22706,41,23,1.7826086956521738,0.06805207474849606
22707,65,44,1.4772727272727273,0.0645362581423925
22708,59,43,1.372093023255814,0.21339656974249777
22709,39,26,1.4615384615384615,0.2578588250887254
22710,48,31,1.5161290322580645,0.9921317203979358
22711,29,26,1.1153846153846154,0.022129040021209856
22712,25,17,1.4705882352941178,0.2898880939484333
22713,29,26,1.1153846153846154,0.5055594682650089
22714,36,23,1.4782608695652173,0.8996459220655577
22715,21,15,1.4,0.09810221566467225
22716,19,15,1.2666666666666666,0.2546935822325671
22717,31,22,1.4090909090909092,0.7336995450131504
22718,22,16,1.375,0.10311639484683865
22719,49,33,1.4242424242424243,0.9693015507204458
22720,24,19,1.263157894736842,0.6596364476280895
22721,26,17,1.5294117647058822,0.5274691582336538
22722,40,24,1.6666666666666667,0.6110505930707065
22723,14,10,1.3,0.42601908849895853
22724,14,12,1.1666666666666667,0.39649036561138595
22725,17,14,1.2142857142857142,0.9375944357215583
22726,65,48,1.3541666666666667,0.06413345410188309
22727,31,24,1.2916666666666667,0.8236630686061576
22728,64,45,1.4,0.027336648271592767
22729,16,13,1.2307692307692308,0.9339985509126535
22730,20,15,1.2666666666666666,0.007291566716771336
22731,53,42,1.2619047619047619,0.07444196528849312
22732,21,13,1.5384615384615385,0.5299076223268137
22733,18,11,1.6363636363636365,0.4089137217241512
22734,42,32,1.3125,0.019862959101283995
22735,32,21,1.5238095238095237,0.29112491156059717
22736,14,8,1.75,0.2889761361215911
22737,68,50,1.36,0.0023199809504413915
22738,10,8,1.125,0.3666704608480664
22739,42,28,1.5,0.7244294694899177
22740,27,18,1.5,0.061759960746081255
22741,20,18,1.1111111111111112,0.3095663894330136
22742,54,34,1.588235294117647,0.7959855599909345
22743,28,18,1.5555555555555556,0.7343505302947682
22744,25,20,1.2,0.9612460875335835
22745,72,54,1.3333333333333333,0.011689194092817656
22746,62,48,1.25,0.1524824728830957
22747,84,68,1.2352941176470589,0.9942473367807872
22748,17,14,1.2142857142857142,0.9488126132492867
22749,35,23,1.4782608695652173,0.032147538706194356
22750,28,21,1.3333333333333333,0.7239306701811749
22751,21,11,1.7272727272727273,0.8227072815097713
22752,13,11,1.1818181818181819,0.0500940296627681
22753,33,24,1.375,0.35348489958790574
22754,25,22,1.1363636363636365,0.004218903227259041
22755,43,30,1.4333333333333333,0.8494363695465982
22756,31,21,1.4761904761904763,0.976911831829891
22757,19,14,1.3571428571428572,0.32517410143931613
22758,17,14,1.1428571428571428,0.8670931893885894
22759,77,61,1.2459016393442623,0.997661783221011
22760,28,19,1.4210526315789473,0.3063773817753619
22761,37,26,1.4230769230769231,0.19797584067814356
22762,58,44,1.3181818181818181,0.0014413355530070726
22763,24,20,1.2,0.441960153759934
22764,51,37,1.3243243243243243,0.9641423659934563
22765,24,19,1.263157894736842,0.16505129375258265
22766,35,25,1.4,0.8914316524019118
22767,25,15,1.6,0.6894713666816262
22768,19,13,1.4615384615384615,0.5156025310292972
22769,45,35,1.2571428571428571,0.3546989984457166
22770,31,18,1.7222222222222223,0.8384764727180075
22771,10,7,1.4285714285714286,0.6138659255431542
22772,60,41,1.4634146341463414,0.9587287451227829
22773,26,20,1.3,0.9833808161083168
22774,41,30,1.3666666666666667,0.0011773140638970947
22775,43,34,1.2352941176470589,0.46231562221499223
22776,51,37,1.3513513513513513,0.9650280356181962
22777,50,32,1.5,0.21169675883776096
22778,50,30,1.6666666666666667,0.09607835724287339
22779,18,12,1.5,0.9921623613664552
22780,96,69,1.3623188405797102,0.00021682154418445343
22781,32,22,1.4545454545454546,0.5288370703593336
22782,61,36,1.6944444444444444,0.9501970375891707
22783,50,31,1.6129032258064515,0.9388874215680449
22784,117,72,1.625,0.0003856517784186497
22785,16,11,1.4545454545454546,0.28488956072632976
22786,16,10,1.6,0.18546182836090108
22787,29,20,1.4,0.8240481958900976
22788,87,58,1.5,0.3095088011400041
22789,40,24,1.625,0.11546234646081277
22790,29,20,1.45,0.6196635864026564
22791,27,13,2.076923076923077,0.003622552703452464
22792,33,25,1.32,0.9981468659656099
22793,30,20,1.4,0.4894582254387878
22794,37,27,1.3703703703703705,0.9983649973708658
22795,53,37,1.3783783783783783,0.30307717688099856
22796,61,51,1.196078431372549,0.04515255190887135
22797,53,41,1.2926829268292683,0.2853475166791134
22798,44,33,1.3333333333333333,0.5610884046392588
22799,16,11,1.4545454545454546,0.22740995245730078
22800,22,15,1.3333333333333333,0.8857705379510974
22801,38,26,1.4615384615384615,0.0009488065595175676
22802,49,34,1.4411764705882353,0.22544201954940912
22803,52,39,1.3333333333333333,0.75785421352719
22804,64,37,1.6756756756756757,0.894578868135569
