文番号,文字数,単語数,平均単語長,感情スコア
10242,47,32,1.46875,0.8325823118875076
10243,125,83,1.5060240963855422,0.3216729829214777
10244,33,22,1.5,0.17785444844951537
10245,11,7,1.5714285714285714,0.14107322118793164
10246,29,20,1.45,0.4873073229936209
10247,59,39,1.4871794871794872,0.8934094608969598
10248,11,6,1.8333333333333333,0.421874597530976
10249,38,27,1.4074074074074074,0.9022077391871224
10250,25,15,1.6666666666666667,0.5777145529239442
10251,38,26,1.4615384615384615,0.035347772905985564
10252,23,16,1.4375,0.9744275045959174
10253,6,5,1.2,0.73230330861258
10254,38,26,1.4230769230769231,0.5200738807700455
10255,63,45,1.4,0.17349113226101132
10256,73,47,1.553191489361702,0.001052129468286811
10257,41,24,1.7083333333333333,0.8749139532049568
10258,78,52,1.5,0.8021649724265948
10259,12,8,1.5,0.9656131991143617
10260,77,44,1.7272727272727273,0.5453243215866052
10261,68,45,1.511111111111111,0.31217769215944635
10262,16,11,1.4545454545454546,0.6634042832256042
10263,41,28,1.4642857142857142,0.113775400364717
10264,69,46,1.5,0.014665440862609014
10265,90,60,1.4666666666666666,0.14103437579430744
10266,30,22,1.3636363636363635,0.7363917632078625
10267,28,20,1.4,0.8256102100901084
10268,36,24,1.5,0.6517551991712897
10269,18,14,1.2857142857142858,0.2503403355488587
10270,54,39,1.3846153846153846,0.757659215945044
10271,90,66,1.3636363636363635,0.01114671095828157
10272,65,45,1.4444444444444444,0.04577679629100306
10273,13,8,1.5,0.783054307179587
10274,16,12,1.3333333333333333,0.9822633356478835
10275,24,15,1.6,0.5819351811023923
10276,70,43,1.627906976744186,0.6954330168377167
10277,67,47,1.425531914893617,0.10927257907244414
10278,6,3,1.6666666666666667,0.5
10279,10,6,1.6666666666666667,0.5
10280,43,29,1.4827586206896552,0.7359107879177619
10281,9,5,1.8,0.5
10282,32,24,1.3333333333333333,0.7607215389096584
10283,41,27,1.5185185185185186,0.9843220711904709
10284,6,4,1.25,0.5
10285,13,10,1.3,0.421874597530976
10286,34,26,1.3076923076923077,0.07201698490979369
10287,57,41,1.3902439024390243,0.10605735933772376
10288,20,13,1.5384615384615385,0.6277178154120959
10289,49,34,1.411764705882353,0.060663389234245746
10290,51,34,1.4705882352941178,0.8393561264029185
10291,70,43,1.627906976744186,0.9966679516345398
10292,16,10,1.6,0.9844928499122826
10293,21,12,1.6666666666666667,0.7705342898165954
10294,5,5,1.0,0.8634684401475448
10295,67,52,1.2884615384615385,0.6395529345592286
10296,38,22,1.7272727272727273,0.34346295470322563
10297,9,5,1.6,0.5
10298,51,33,1.5454545454545454,0.9810617454087911
10299,20,13,1.5384615384615385,0.3906485953280412
10300,23,17,1.3529411764705883,0.9776009482014405
10301,17,10,1.7,0.5325566063055411
10302,29,21,1.380952380952381,0.9942214479827551
10303,220,141,1.5602836879432624,0.459677352002961
10304,27,15,1.8,0.9778911345055609
10305,33,20,1.6,0.985484835133403
10306,53,40,1.325,0.9290530503029052
10307,53,34,1.5588235294117647,0.9580974436028641
10308,53,35,1.5142857142857142,0.6059772984763925
10309,85,56,1.5178571428571428,0.7122202846459598
10310,9,6,1.5,0.7112191732739981
10311,108,68,1.588235294117647,0.007746588365929674
10312,13,9,1.4444444444444444,0.7193418348052754
10313,36,24,1.5,0.46053239659921796
10314,18,12,1.5,0.9362623338829609
10315,36,24,1.5,0.975682292360096
10316,24,15,1.6,0.9778932101746304
10317,19,12,1.5833333333333333,0.7071900794897561
10318,27,17,1.588235294117647,0.5410938421973448
10319,14,10,1.4,0.7447525714356533
10320,48,33,1.4545454545454546,0.4683924592575017
10321,7,4,1.75,0.5
10322,24,17,1.411764705882353,0.9418173554025112
10323,20,12,1.6666666666666667,0.4841464862909902
10324,64,41,1.5609756097560976,0.14212260930713672
10325,21,12,1.75,0.2940037289477908
10326,24,12,2.0,0.9519747253134101
10327,48,34,1.3529411764705883,0.9257394869462398
10328,31,17,1.8235294117647058,0.12122521062025382
10329,68,41,1.6585365853658536,0.007153370538453996
10330,17,12,1.3333333333333333,0.717569560260638
10331,25,14,1.7857142857142858,0.9328682088214211
10332,5,4,1.25,0.7500624229391235
10333,12,9,1.3333333333333333,0.45365290357466537
10334,56,40,1.4,0.9650006423326023
10335,59,39,1.5128205128205128,0.8052311503825528
10336,30,21,1.4285714285714286,0.20850998456769265
10337,18,9,2.0,0.9734614406571805
10338,22,16,1.375,0.5553211757799269
10339,35,19,1.8421052631578947,0.12211950012944117
10340,4,3,1.3333333333333333,0.5
10341,9,6,1.3333333333333333,0.5
10342,35,26,1.3461538461538463,0.25917217081084476
10343,58,42,1.380952380952381,0.26768611271906706
10344,44,29,1.5172413793103448,0.7317811677194535
10345,38,22,1.7272727272727273,0.48531743398806526
10346,9,8,1.0,0.29298159264233314
10347,91,59,1.5423728813559323,0.8453782428718339
10348,35,26,1.3461538461538463,0.9928578305686745
10349,75,51,1.4705882352941178,0.9463899689358977
10350,37,19,1.9473684210526316,0.12787362953437198
10351,38,25,1.52,0.6275508840723707
10352,85,59,1.4406779661016949,0.9323512392237421
10353,70,50,1.4,0.3553712334016209
10354,39,26,1.5,0.0657288429559939
10355,118,76,1.5526315789473684,0.9110421037326779
10356,54,35,1.542857142857143,0.430597092531818
10357,16,10,1.6,0.653093119129561
10358,18,14,1.2857142857142858,0.9304218467856565
10359,23,14,1.5714285714285714,0.21066912673457794
10360,39,22,1.7727272727272727,0.5318537034825506
10361,43,29,1.4827586206896552,0.6792563147384697
10362,13,8,1.625,0.5
10363,35,26,1.3461538461538463,0.49464358206230585
10364,75,54,1.3888888888888888,0.9990427735327769
10365,40,29,1.3793103448275863,0.7470799755185245
10366,42,31,1.3225806451612903,0.06391570129853019
10367,27,19,1.368421052631579,0.08749348660207845
10368,45,29,1.5517241379310345,0.2797812107673293
10369,81,56,1.4464285714285714,0.8520546780198749
10370,6,4,1.25,0.5
10371,52,40,1.3,0.5591179805555232
10372,14,7,2.0,0.44767845850986676
10373,43,28,1.5357142857142858,0.7377551483240118
10374,28,14,2.0,0.468360294695752
10375,52,35,1.4857142857142858,0.09606401040917945
10376,31,20,1.5,0.584683498693978
10377,59,36,1.6388888888888888,0.7415542982838655
10378,52,28,1.8214285714285714,0.8803035567373368
10379,30,20,1.5,0.5683780936972762
10380,67,48,1.3958333333333333,0.6789437069179617
10381,72,49,1.469387755102041,0.0008001462320588182
10382,27,16,1.6875,0.8182955956470951
10383,88,51,1.7254901960784315,0.3745417558822821
10384,63,48,1.2708333333333333,0.9847646122852147
10385,81,57,1.4210526315789473,0.2205916152378904
10386,143,99,1.4444444444444444,2.33661250792494e-07
10387,61,42,1.4523809523809523,0.3130481952306352
10388,11,5,2.0,0.6070326781070209
10389,19,12,1.5833333333333333,0.4669412516234438
10390,41,27,1.5185185185185186,0.9467871133405021
10391,48,33,1.4242424242424243,0.7405418713154552
10392,67,46,1.4565217391304348,0.016868052195097905
10393,145,91,1.5934065934065933,0.026740139189583845
10394,12,8,1.5,0.9703158370933703
10395,12,9,1.2222222222222223,0.31938870208267933
10396,77,47,1.6382978723404256,0.026465467223599548
10397,42,28,1.5,0.515200969487361
10398,51,38,1.3421052631578947,0.9353626298262523
10399,13,9,1.3333333333333333,0.6323428583259588
10400,13,8,1.625,0.421874597530976
10401,57,30,1.9,0.2909853997362837
10402,73,51,1.4313725490196079,0.050313413329304724
10403,96,71,1.352112676056338,0.9004000806784274
10404,12,7,1.5714285714285714,0.3136917304297149
10405,27,17,1.588235294117647,0.22528714166622887
10406,29,23,1.2608695652173914,0.3874407377637592
10407,14,7,2.0,0.9844928499122826
10408,9,8,1.0,0.24612474993828615
10409,22,14,1.5714285714285714,0.5343988767091538
10410,45,32,1.40625,0.8317771230941562
10411,31,19,1.631578947368421,0.06892917430094114
10412,10,6,1.6666666666666667,0.39649036561138595
10413,23,15,1.5333333333333334,0.07304871270121893
10414,70,48,1.4583333333333333,0.065354031252847
10415,34,24,1.4166666666666667,0.2879290890217977
10416,24,18,1.3333333333333333,0.5276436851081038
10417,13,6,2.0,0.6406996764803269
10418,56,37,1.5135135135135136,0.9607253789928485
10419,16,11,1.3636363636363635,0.6572863497305863
10420,37,24,1.5416666666666667,0.6820428815080948
10421,12,9,1.2222222222222223,0.1788971006766803
10422,73,48,1.5208333333333333,0.862769423156452
10423,34,22,1.5454545454545454,0.26489162115764586
10424,15,10,1.5,0.8149686364546375
10425,64,47,1.3617021276595744,0.05222025949978115
10426,29,17,1.6470588235294117,0.17044301043329424
10427,97,64,1.515625,0.9998805994631783
10428,50,31,1.6129032258064515,0.0988710452339252
10429,11,9,1.2222222222222223,0.3566327206401696
10430,23,16,1.4375,0.39649036561138595
10431,33,17,1.9411764705882353,0.5
10432,44,28,1.5714285714285714,0.03633424528461093
10433,46,31,1.4838709677419355,0.19642826407362612
10434,77,47,1.6382978723404256,0.0011224082646045241
10435,46,33,1.3333333333333333,0.87786488257517
10436,31,19,1.631578947368421,0.9520127628662202
10437,32,19,1.6842105263157894,0.11413158495494202
10438,21,17,1.1764705882352942,0.7153689433722547
10439,28,19,1.4736842105263157,0.9023655886660125
10440,41,25,1.64,0.6852020512189513
10441,46,31,1.4838709677419355,0.9591773917848979
10442,76,51,1.4901960784313726,0.2399852303398915
10443,29,21,1.380952380952381,0.3474730362549653
10444,32,21,1.5238095238095237,0.47035323577272825
10445,30,16,1.875,0.035909318169530136
10446,52,36,1.4444444444444444,0.979824146249185
10447,13,8,1.625,0.421874597530976
10448,57,36,1.5555555555555556,0.1574510678259362
10449,5,4,1.0,0.391383654489703
10450,52,36,1.4444444444444444,0.16723598677347196
10451,26,19,1.368421052631579,0.04654230148183969
10452,10,8,1.125,0.391383654489703
10453,6,5,1.2,0.44767845850986676
10454,21,15,1.4,0.7207003795225753
10455,33,24,1.375,0.7788865003350607
10456,15,9,1.5555555555555556,0.4737672181921908
10457,7,5,1.4,0.44767845850986676
10458,34,24,1.4166666666666667,0.08930488322207153
10459,59,41,1.4390243902439024,0.9719581538187482
10460,26,17,1.4705882352941178,0.13446896514904283
10461,68,47,1.446808510638298,0.007893027853592027
10462,7,6,1.1666666666666667,0.780478066816611
10463,20,14,1.4285714285714286,0.2815701642979438
10464,17,10,1.7,0.5145751024508627
10465,25,16,1.5,0.44767845850986676
10466,44,32,1.375,0.2777724011854905
10467,80,52,1.5384615384615385,0.9806436293769593
10468,12,7,1.7142857142857142,0.3964903656113893
10469,15,10,1.5,0.8741442032905575
10470,46,32,1.4375,0.9678674632808508
10471,12,8,1.5,0.702902230609105
10472,29,16,1.8125,0.6085083078547416
10473,43,29,1.4827586206896552,0.6756548068821477
10474,63,49,1.2857142857142858,0.3849628077164696
10475,15,8,1.875,0.8294457583903977
10476,28,20,1.4,0.8060102739561978
10477,16,10,1.6,0.9286008962316471
10478,96,67,1.4328358208955223,0.0020348071961412417
10479,42,28,1.5,0.32090342480818845
10480,24,16,1.5,0.25794965873509745
10481,59,35,1.6857142857142857,0.2911478944757556
10482,29,22,1.2727272727272727,0.6185255053668814
10483,113,71,1.591549295774648,0.9617686144460786
10484,25,16,1.5625,0.2433871807068685
10485,101,69,1.463768115942029,0.8335542710386611
10486,29,17,1.7058823529411764,0.07854260656957746
10487,20,13,1.5384615384615385,0.9033681269966325
10488,13,9,1.4444444444444444,0.22095088209419778
10489,11,6,1.8333333333333333,0.341601371282364
10490,64,46,1.391304347826087,0.20724739975887563
10491,43,31,1.3870967741935485,0.9328493080675675
10492,29,19,1.5263157894736843,0.039007517780512035
10493,99,68,1.4558823529411764,0.9628229888895055
10494,17,10,1.6,0.31938870208267933
10495,80,57,1.4035087719298245,0.43820252060955434
10496,97,66,1.4545454545454546,0.9082871502608555
10497,42,33,1.2727272727272727,0.23570168691232818
10498,7,3,2.0,0.5
10499,22,15,1.4666666666666666,0.9048757103539901
10500,66,47,1.4042553191489362,0.2509614169190597
10501,10,7,1.2857142857142858,0.11528591196462201
10502,54,34,1.588235294117647,0.8457739686148803
10503,11,7,1.5714285714285714,0.7298610412885121
10504,56,44,1.2727272727272727,0.924391676120325
10505,11,9,1.2222222222222223,0.48786570657108075
10506,23,19,1.2105263157894737,0.7095787975711795
10507,35,26,1.3461538461538463,0.9049778417090957
10508,34,21,1.619047619047619,0.7995557268813602
10509,24,19,1.263157894736842,0.8327702339089592
10510,11,9,1.2222222222222223,0.09651843848521602
10511,48,39,1.2307692307692308,0.6107118586347011
10512,18,14,1.2857142857142858,0.2550865389731014
10513,26,18,1.4444444444444444,0.7890591833915409
10514,58,34,1.7058823529411764,0.6187561886319259
10515,34,24,1.4166666666666667,0.9941658882672535
10516,22,12,1.75,0.7568526202057696
10517,12,5,2.4,0.4737672181921908
10518,64,46,1.391304347826087,0.13333246959370415
10519,27,20,1.35,0.9693581651084354
10520,9,5,1.6,0.24483608920592126
10521,33,22,1.5,0.34324262971964437
10522,17,12,1.3333333333333333,0.3666704608480664
10523,33,21,1.5714285714285714,0.6582897789112314
10524,55,35,1.5714285714285714,0.08176423183054116
10525,39,28,1.3571428571428572,0.19661903190576302
10526,83,57,1.4385964912280702,0.00837359014635497
10527,34,24,1.375,0.9046013256006777
10528,37,25,1.48,0.13160712151191156
10529,12,9,1.3333333333333333,0.2712488476340903
10530,64,45,1.4222222222222223,0.8077611778789152
10531,21,14,1.5,0.4920482260057233
10532,42,24,1.75,0.00420067409810243
10533,29,22,1.3181818181818181,0.9271646808341377
10534,49,37,1.2972972972972974,0.9078400319089202
10535,9,6,1.5,0.7085923308003611
10536,31,22,1.4090909090909092,0.9182673495536084
10537,28,21,1.3333333333333333,0.1708529981551966
10538,82,51,1.607843137254902,0.5544056820486918
10539,26,15,1.6666666666666667,0.8378249212658064
10540,14,11,1.2727272727272727,0.8621994558718721
10541,53,37,1.4324324324324325,0.21997356245802713
10542,94,70,1.3428571428571427,0.877808661168259
10543,50,30,1.6666666666666667,0.9073412725490078
10544,102,72,1.4027777777777777,0.9037390842595141
10545,53,42,1.2619047619047619,0.7787927345130908
10546,41,28,1.4642857142857142,0.8836467227011622
10547,30,20,1.5,0.8803283390476562
10548,60,48,1.25,0.30979975909565594
10549,60,43,1.3953488372093024,0.9662717527458653
10550,83,57,1.456140350877193,0.4401490460192846
10551,92,66,1.3636363636363635,0.6730545751500449
10552,45,32,1.40625,0.2668693457895346
10553,76,49,1.5510204081632653,0.8936447393756466
10554,73,49,1.4489795918367347,0.9297046676099366
10555,72,44,1.6363636363636365,0.9993248153398671
10556,23,14,1.6428571428571428,0.09739458387131483
10557,34,19,1.7894736842105263,0.3316537223551713
10558,109,73,1.4794520547945205,0.13382674922264537
10559,39,28,1.3928571428571428,0.0007101941575216042
10560,76,53,1.3962264150943395,0.6072540478852637
10561,24,13,1.8461538461538463,0.9135478946681199
10562,56,39,1.435897435897436,0.016555312899061647
10563,20,13,1.5384615384615385,0.37165162461671686
10564,13,9,1.4444444444444444,0.9917542202023297
10565,28,17,1.588235294117647,0.4743024725355074
10566,46,30,1.5333333333333334,0.7363852121452776
10567,37,26,1.3846153846153846,0.985699569299869
10568,28,17,1.6470588235294117,0.010189973979106592
10569,7,5,1.2,0.5
10570,32,25,1.28,0.8939051298450741
10571,23,14,1.6428571428571428,0.03342089902785095
10572,18,11,1.6363636363636365,0.9848775416282142
10573,12,8,1.375,0.1264753657516099
10574,19,12,1.5833333333333333,0.3537875291390057
10575,20,13,1.5384615384615385,0.8825271833118294
10576,64,41,1.5609756097560976,0.9947820934195221
10577,62,42,1.4523809523809523,0.745170750148379
10578,47,29,1.5517241379310345,0.05006010871956812
10579,52,35,1.4857142857142858,0.0011226695937993636
10580,16,11,1.4545454545454546,0.890443236107789
10581,15,12,1.1666666666666667,0.995877276496574
10582,11,7,1.5714285714285714,0.7642709336536204
10583,71,53,1.3396226415094339,0.030537315094610995
10584,32,21,1.4761904761904763,0.3869173339936153
10585,45,30,1.5,0.00135783481008811
10586,56,40,1.375,0.17273805034127032
10587,11,8,1.375,0.9510822956849889
10588,12,9,1.2222222222222223,0.6375717719174114
10589,41,28,1.4642857142857142,0.536928683615813
10590,42,28,1.4642857142857142,0.8966764089392535
10591,37,27,1.3703703703703705,0.9422536075979324
10592,25,17,1.4705882352941178,0.652421282272411
10593,41,26,1.5769230769230769,0.16983179681670335
10594,96,62,1.532258064516129,0.5739389143698914
10595,33,24,1.3333333333333333,0.9722924566696415
10596,68,47,1.446808510638298,0.7051755457152165
10597,8,4,2.0,0.5136559587232686
10598,55,37,1.4864864864864864,0.08398391336702093
10599,61,41,1.4878048780487805,0.18993632993966747
10600,75,48,1.5625,0.0035013050028548376
10601,50,34,1.4705882352941178,0.9978045209424906
10602,51,35,1.457142857142857,0.06853491232558773
10603,54,38,1.368421052631579,0.04029846658506919
10604,78,51,1.5294117647058822,0.0763887277763331
10605,86,64,1.34375,0.1745736709720429
10606,47,31,1.5161290322580645,0.29049221328173247
10607,65,40,1.625,0.9820289855464016
10608,42,29,1.4482758620689655,0.1794817016500001
10609,79,48,1.6458333333333333,0.5154895867882799
10610,13,8,1.625,0.937017307085375
10611,73,48,1.5,0.16053185891242705
10612,83,57,1.456140350877193,0.680252976082391
10613,65,37,1.7297297297297298,0.9876425815815876
10614,21,12,1.6666666666666667,0.4409134347134298
10615,169,116,1.456896551724138,0.001823624702620097
10616,40,29,1.3793103448275863,0.22501018471630818
10617,59,40,1.475,0.7960806526892269
10618,34,21,1.619047619047619,0.23996207283709137
10619,38,23,1.6521739130434783,0.956406052911331
10620,91,66,1.378787878787879,0.005278751237934753
10621,16,10,1.5,0.3140917063451497
10622,96,67,1.4328358208955223,0.6117868502918243
10623,75,49,1.530612244897959,0.21769595912822737
10624,31,21,1.4761904761904763,0.8142351859282536
10625,47,35,1.3428571428571427,0.6027546102554313
10626,40,24,1.625,0.4150312779863726
10627,121,80,1.5125,0.00023728098708919454
10628,88,65,1.353846153846154,0.00030822191670121235
10629,125,87,1.4252873563218391,0.8148653239119302
10630,22,14,1.5714285714285714,0.5214359685527824
10631,24,17,1.411764705882353,0.0966425999562377
10632,59,41,1.4390243902439024,0.8905511390120462
10633,8,5,1.4,0.5
10634,38,30,1.2666666666666666,0.008879879452364903
10635,52,34,1.5294117647058822,0.05799588074111994
10636,47,33,1.393939393939394,0.5181739420756922
10637,51,33,1.5454545454545454,0.5020552916467345
10638,51,39,1.2820512820512822,0.1563955283105063
10639,22,15,1.4,0.8890825420306175
10640,27,18,1.5,0.8704788222092427
10641,23,16,1.4375,0.13448976883743868
10642,49,30,1.6333333333333333,0.2329967721926537
10643,82,58,1.3793103448275863,0.2915465156174011
10644,58,39,1.4871794871794872,0.2668188241884102
10645,41,28,1.4642857142857142,0.6169837429477734
10646,41,27,1.5185185185185186,0.07042193670991004
10647,42,28,1.5,0.15995612984705598
10648,31,21,1.4285714285714286,0.2312672881976522
10649,57,35,1.6285714285714286,0.15516012524461165
10650,23,16,1.4375,0.5456004827271912
10651,109,72,1.5138888888888888,0.9992746568652126
10652,52,36,1.4444444444444444,0.9329803417951334
10653,24,14,1.7142857142857142,0.6033715592402649
10654,51,34,1.5,0.2576112532185154
10655,40,25,1.6,0.07673485258390522
10656,47,31,1.5161290322580645,0.9396029975912439
10657,42,32,1.3125,0.9640098864718895
10658,38,24,1.5833333333333333,0.06105895003504502
10659,19,14,1.3571428571428572,0.5557914116357242
10660,37,30,1.2333333333333334,0.0424696046535582
10661,81,57,1.4210526315789473,0.999906151152254
10662,15,8,1.625,0.9960828389052461
10663,13,8,1.625,0.571242840798714
10664,38,22,1.7272727272727273,0.6803126914206977
10665,49,35,1.4,0.34030473121798044
10666,48,31,1.5483870967741935,0.17903000046288864
10667,13,7,1.8571428571428572,0.44767845850986676
10668,15,9,1.6666666666666667,0.9981020283184261
10669,63,39,1.6153846153846154,0.02236070123596512
10670,19,13,1.4615384615384615,0.9787063879880242
10671,31,18,1.7222222222222223,0.990186358409076
10672,22,14,1.5714285714285714,0.7076733752319593
10673,21,10,2.1,0.43860179423318246
10674,89,62,1.435483870967742,0.22120932632289325
10675,98,58,1.6551724137931034,0.9999512415005157
10676,43,29,1.4827586206896552,0.6705386546294583
10677,48,31,1.4838709677419355,0.033562927067130266
10678,15,10,1.5,0.774294298940324
10679,86,59,1.4576271186440677,0.14650843124694024
10680,94,58,1.6206896551724137,0.7329186032175797
10681,51,33,1.5454545454545454,0.04169377712536482
10682,43,32,1.34375,0.909038740016074
10683,31,23,1.3478260869565217,0.4470270536261416
10684,47,31,1.5161290322580645,0.05584188502366216
10685,15,11,1.3636363636363635,0.6445828480920417
10686,9,6,1.5,0.5083909500102575
10687,15,11,1.3636363636363635,0.11497143754773786
10688,46,29,1.5862068965517242,0.966434074062539
10689,20,13,1.5384615384615385,0.8464526914362636
10690,20,14,1.4285714285714286,0.7368730957404497
10691,16,11,1.4545454545454546,0.45365290357466537
10692,35,19,1.8421052631578947,0.18712915090342142
10693,79,51,1.5490196078431373,0.998313040701697
10694,48,28,1.7142857142857142,0.30858829787487085
10695,43,30,1.4333333333333333,0.5110170750782369
10696,16,11,1.4545454545454546,0.2613124249095946
10697,50,33,1.5151515151515151,0.00982155774973048
10698,104,71,1.4366197183098592,0.0062934744891731675
10699,87,64,1.359375,0.0017042025657906246
10700,26,19,1.368421052631579,0.6950793477244234
10701,68,44,1.5454545454545454,0.00793854589617593
10702,27,16,1.5625,0.2368749086063332
10703,28,18,1.5555555555555556,0.10443518621765602
10704,20,15,1.3333333333333333,0.7469809761501446
10705,42,29,1.4482758620689655,0.9917989754617588
10706,61,35,1.7428571428571429,0.8872889057379157
10707,25,14,1.6428571428571428,0.441267186324542
10708,13,10,1.3,0.5193969958594796
10709,53,38,1.394736842105263,0.2710867604089753
10710,25,13,1.9230769230769231,0.11896924939745457
10711,61,38,1.605263157894737,0.779788993705656
10712,43,28,1.5357142857142858,0.9571854250031069
10713,12,7,1.4285714285714286,0.5
10714,39,25,1.56,0.00383564468230424
10715,21,13,1.6153846153846154,0.14582944930014274
10716,34,24,1.4166666666666667,0.6262150651403883
10717,48,35,1.3142857142857143,0.1440612777066076
10718,28,17,1.6470588235294117,0.019229612391254536
10719,9,5,1.6,0.7946809804940594
10720,43,27,1.5925925925925926,0.9394937837069148
10721,16,10,1.6,0.9582273009147257
10722,33,23,1.391304347826087,0.0347303273165378
10723,24,14,1.7142857142857142,0.13957539383622009
10724,33,24,1.3333333333333333,0.8161295394532038
10725,137,96,1.4166666666666667,0.7614891255406869
10726,27,20,1.35,0.495834494427731
10727,67,45,1.488888888888889,0.05188349534064607
10728,12,8,1.5,0.73230330861258
10729,36,26,1.3461538461538463,0.716519117928602
10730,16,12,1.3333333333333333,0.34395114725238407
10731,74,51,1.4509803921568627,0.6122446303144737
10732,89,59,1.5084745762711864,0.019677560593318377
10733,52,37,1.4054054054054055,0.9977636305579289
10734,41,25,1.6,0.6968091643477426
10735,32,18,1.7222222222222223,0.9616630569805356
10736,12,6,1.8333333333333333,0.44767845850986676
10737,37,24,1.5416666666666667,0.8372247717295691
10738,18,12,1.5,0.6594648540311688
10739,38,23,1.6521739130434783,0.5454258733530388
10740,75,49,1.530612244897959,0.8228108735274963
10741,83,50,1.66,0.9725613079393242
10742,54,33,1.6363636363636365,0.15549598985808288
10743,31,19,1.631578947368421,0.6282079061083264
10744,41,25,1.64,0.20887140660527503
10745,87,58,1.5,0.9622758979319594
10746,10,5,1.8,0.4099418403157805
10747,26,19,1.368421052631579,0.10366600790888669
10748,57,39,1.4102564102564104,0.992186254556782
10749,47,34,1.3823529411764706,0.09659783300710612
10750,51,36,1.4166666666666667,0.3019384906727438
10751,32,22,1.3636363636363635,0.04975661660818764
10752,205,145,1.4068965517241379,0.0009535786523120482
10753,59,37,1.5945945945945945,0.31177515152872226
10754,45,35,1.2571428571428571,0.9206613622118507
10755,100,69,1.4492753623188406,0.08876118813747569
10756,106,69,1.536231884057971,0.0030617061696380787
10757,54,34,1.5294117647058822,0.5822989516919189
10758,76,47,1.6170212765957446,0.10899814203534586
10759,52,34,1.5294117647058822,0.06607431889222792
10760,40,19,2.0,0.1914628309529649
10761,31,21,1.4761904761904763,0.8695954793240966
10762,25,19,1.3157894736842106,0.4369489711395049
10763,15,12,1.25,0.5488625231116384
10764,15,11,1.3636363636363635,0.39649036561138595
10765,22,16,1.375,0.5845968200593398
10766,40,28,1.4285714285714286,0.8901956096276977
10767,44,30,1.4666666666666666,0.10463579571273784
10768,20,12,1.6666666666666667,0.40499719165697134
10769,39,27,1.3703703703703705,0.2346176219172058
10770,27,18,1.5,0.6455213904933199
10771,30,20,1.5,0.9983562699259786
10772,40,28,1.4285714285714286,0.06712206106161056
10773,79,56,1.4107142857142858,0.3653385107444055
10774,79,52,1.5192307692307692,0.7694032891363711
10775,90,66,1.3636363636363635,0.3319856364681717
10776,17,11,1.3636363636363635,0.12643163289504522
10777,137,96,1.4166666666666667,0.0033289138223646653
10778,10,7,1.4285714285714286,0.9548779776815547
10779,29,23,1.2173913043478262,0.3665237152112618
10780,37,23,1.608695652173913,0.565452130586314
10781,5,3,1.6666666666666667,0.5
10782,16,12,1.3333333333333333,0.9389627606054932
10783,54,37,1.4594594594594594,0.9911979466084809
10784,58,40,1.45,0.7055439112604497
10785,30,15,2.0,0.22566899020850806
10786,14,10,1.4,0.4737672181921908
10787,26,15,1.7333333333333334,0.01871800282873959
10788,35,23,1.5217391304347827,0.9880553254616138
10789,66,43,1.5348837209302326,0.8617000714839549
10790,70,46,1.5217391304347827,0.6853469600572225
10791,37,24,1.5416666666666667,0.6704652197229318
10792,7,5,1.2,0.5
10793,42,30,1.4,0.9991623647395511
10794,33,23,1.434782608695652,0.3509753381621322
10795,18,12,1.4166666666666667,0.23117035559895704
10796,24,14,1.7142857142857142,0.5133678540894719
10797,66,42,1.5714285714285714,0.043786654168946226
10798,49,36,1.3055555555555556,0.020913290916324323
10799,51,34,1.4705882352941178,0.5744913725243533
10800,57,43,1.3255813953488371,0.33963126373927377
10801,63,40,1.575,0.471829244834882
10802,24,14,1.7142857142857142,0.27555120087076734
10803,14,11,1.2727272727272727,0.421874597530976
10804,23,15,1.5333333333333334,0.8902133497956441
10805,64,47,1.3404255319148937,0.30771377663450117
10806,109,73,1.4931506849315068,0.08358798986729699
10807,88,61,1.4426229508196722,0.34216104918638457
10808,56,32,1.75,0.9864212391870472
10809,58,40,1.45,0.8500883016539039
10810,59,38,1.5526315789473684,0.9021001727584562
10811,34,25,1.36,0.7442481582656465
10812,20,16,1.125,0.07373308144547974
10813,35,30,1.1666666666666667,0.17318957699717674
10814,49,35,1.3714285714285714,0.00029831837406557593
10815,9,8,1.125,0.3633351576574999
10816,27,19,1.4210526315789473,0.037108315256435764
10817,65,41,1.5609756097560976,0.08300381230985088
10818,35,25,1.36,0.9553982529837471
10819,87,56,1.5535714285714286,0.0028086955535109315
10820,59,38,1.5526315789473684,0.026636379203911265
10821,9,5,1.8,0.421874597530976
10822,90,59,1.5084745762711864,0.10335208831608833
10823,22,15,1.4,0.18848437982243238
10824,9,6,1.5,0.26410140736057675
10825,46,26,1.7692307692307692,0.7310676507259184
10826,90,59,1.5254237288135593,0.8387076406798596
10827,57,41,1.3902439024390243,0.29703128975849735
10828,120,77,1.5324675324675325,0.2779903158852636
10829,35,22,1.5454545454545454,0.13283118047103148
10830,47,31,1.5161290322580645,0.1753507092496397
10831,22,14,1.5714285714285714,0.4440600989513056
10832,68,41,1.6341463414634145,0.24197234229502718
10833,87,60,1.4333333333333333,0.9410547046131622
10834,39,23,1.6521739130434783,0.09409371605710937
10835,13,7,1.8571428571428572,0.8600341563927971
10836,131,87,1.4942528735632183,0.07046816349736018
10837,118,81,1.4320987654320987,0.10301893397133532
10838,97,71,1.3661971830985915,0.21996571750749583
10839,15,11,1.1818181818181819,0.5708357453633893
