文番号,文字数,単語数,平均単語長,主成分1,主成分2
1420,21,14,1.5,-0.9987521492019925,-0.28889807730288575
1421,43,27,1.5925925925925926,-0.30143357038927454,0.3351227534635322
1422,80,55,1.4545454545454546,1.2456627465986885,-0.2816952694431416
1423,107,70,1.5142857142857142,2.1125965634848374,0.17493590376983315
1424,52,37,1.4054054054054057,0.27008292455290633,-0.6862322370273558
1425,65,38,1.7105263157894737,0.3229155602379934,1.1004026523746426
1426,78,50,1.56,0.9973510508775227,0.3050459361106827
1427,50,35,1.4285714285714286,0.16206254934224412,-0.564082613942054
1428,53,33,1.606060606060606,0.037976406971559275,0.4555804013448404
1429,42,26,1.6153846153846154,-0.3632504137202728,0.460171222777989
1430,47,30,1.5666666666666669,-0.12726506793924158,0.2056024980540898
1431,93,64,1.453125,1.7332711472468691,-0.23111101426435962
1432,136,84,1.619047619047619,2.957080150864054,0.8935306428915882
1433,49,30,1.6333333333333333,-0.13713009208221447,0.5927873123245463
1434,41,27,1.5185185185185186,-0.2864095649257284,-0.09433866644336601
1435,56,34,1.6470588235294117,0.09193154922277692,0.7012999977525902
1436,31,24,1.2916666666666667,-0.394225253037758,-1.4275936690049373
1437,53,31,1.7096774193548387,-0.08950911716898384,1.0435855421703364
1438,45,28,1.6071428571428572,-0.24734132517413918,0.4265471619172141
1439,11,5,2.2,-1.918046279738058,3.6575929259289706
1440,55,35,1.5714285714285714,0.15398242894379693,0.26799033218838786
1441,51,34,1.5,0.10293798255516272,-0.15475337594474026
1442,63,41,1.5365853658536586,0.4904735499056829,0.10602397856258276
1443,135,93,1.4516129032258065,3.3043506011548547,-0.050252773017822584
1444,29,22,1.318181818181818,-0.5045781704785232,-1.2863294258299762
1445,37,22,1.681818181818182,-0.611574022519738,0.8158490323107211
1446,38,24,1.5,-0.41134127558122896,-0.21513036308132286
1447,78,52,1.5,1.0944591011366027,-0.0340231447224093
1448,158,107,1.4766355140186915,4.0946721916012665,0.1931564730208377
1449,193,135,1.4296296296296296,5.54179588369886,0.08924663554087776
1450,78,48,1.625,0.8967606882270563,0.6726517257483718
1451,21,14,1.4285714285714286,-0.9490048293250365,-0.6965653459399939
1452,42,30,1.4,-0.10260250758180872,-0.7623595376220568
1453,170,115,1.4782608695652173,4.534216245152115,0.2560908131511245
1454,22,14,1.5714285714285714,-1.030216565207856,0.12211687310546747
1455,40,28,1.4285714285714286,-0.2143875448372138,-0.6093594185317823
1456,53,34,1.5588235294117647,0.09853540922220837,0.18766797353419215
1457,47,29,1.6206896551724137,-0.192550203179123,0.512244443991574
1458,180,122,1.475409836065574,4.912651977188386,0.2850957951865587
1459,37,23,1.608695652173913,-0.5329867735245605,0.40019947761894875
1460,51,34,1.5,0.10293798255516272,-0.15475337594474026
1461,72,46,1.565217391304348,0.7733793072481229,0.30799443111341634
1462,53,31,1.7096774193548387,-0.08950911716898384,1.0435855421703364
1463,85,56,1.5,1.333080031359127,-0.003846522679535109
1464,125,80,1.5625,2.684710900059749,0.5272267060926896
1465,40,26,1.5384615384615383,-0.3462421846718905,0.01444956993399652
1466,53,35,1.5142857142857142,0.1572144771031758,-0.06483884626378907
1467,39,23,1.6956521739130437,-0.5569829204151909,0.9031854290674848
1468,39,24,1.625,-0.4801161814948093,0.5016350388048618
1469,64,37,1.7297297297297298,0.26359804832146483,1.2049697045258057
1470,27,18,1.5,-0.7784141228505616,-0.26206913703125667
1471,46,30,1.5333333333333334,-0.12233255586775499,0.012010090918860229
1472,143,92,1.5543478260869563,3.3514026623608686,0.561186284291384
1473,18,13,1.3846153846153846,-1.0008999564106378,-0.9591662689799129
1474,76,50,1.52,0.9886437422664321,0.07005690213141168
1475,118,71,1.6338028169014085,2.258129479363819,0.8955710665672236
1476,58,38,1.5263157894736843,0.32323095282301884,0.025616450332858542
1477,69,47,1.425531914893617,0.8434764394964371,-0.4975956547021818
1478,69,46,1.5,0.7639520616094561,-0.07426655512985296
1479,37,26,1.4230769230769231,-0.32072984109931735,-0.6541329093319898
1480,118,75,1.5733333333333333,2.410884808874668,0.55719390738207
1481,54,37,1.4594594594594594,0.2690021118476663,-0.37103191343516395
1482,13,8,1.625,-1.3980340946427194,0.38762391417585523
1483,45,31,1.4516129032258065,-0.056040095679047566,-0.4560583019143383
1484,76,49,1.5510204081632653,0.9393790411386505,0.2454152606713444
1485,31,20,1.55,-0.6847853297176225,0.04006010292177908
1486,36,23,1.565217391304348,-0.5209887000792455,0.14870650189468146
1487,19,13,1.4615384615384617,-1.0361910893301127,-0.5167922979071653
1488,28,18,1.5,-0.7601312189794684,-0.25872145526001156
1489,9,6,1.3333333333333333,-1.3233511221919574,-1.293779584666064
1490,17,11,1.5454545454545454,-1.1865216024062641,-0.04792131612464357
1491,61,40,1.525,0.4343163639964677,0.031521260256935905
1492,63,44,1.431818181818182,0.6464204148848286,-0.48686100882391353
1493,23,16,1.4375,-0.8633371350050337,-0.635540148995786
1494,30,19,1.5789473684210529,-0.7508891403200689,0.20023923339769203
1495,18,13,1.3846153846153846,-1.0008999564106378,-0.9591662689799129
1496,65,40,1.625,0.43780173165310116,0.6156461634338684
1497,66,47,1.4042553191489362,0.8034460784848044,-0.6290715034397362
1498,58,37,1.5675675675675675,0.2668404864371858,0.25936873374922365
1499,63,41,1.5365853658536586,0.4904735499056829,0.10602397856258276
1500,59,37,1.5945945945945943,0.26630008008456585,0.41696889554531896
1501,39,25,1.56,-0.407185969625561,0.13234353675613322
1502,85,59,1.4406779661016949,1.4573760544480505,-0.3373605068568963
1503,30,17,1.7647058823529411,-0.9355832768566325,1.2570551325854284
1504,30,19,1.5789473684210529,-0.7508891403200689,0.20023923339769203
1505,16,10,1.6,-1.2704535195100695,0.25835484028868233
1506,331,210,1.576190476190476,10.037273796086865,1.5141279908931087
1507,63,39,1.6153846153846154,0.380272527728518,0.5523868013176512
1508,42,28,1.5,-0.22756905697198396,-0.19499678635218393
1509,21,12,1.75,-1.2281880703337757,1.1345659381049142
1510,74,51,1.411764705882353,1.055119906483723,-0.5526885631230921
1511,22,18,1.2222222222222223,-0.6763668426845306,-1.864180257254014
1512,67,47,1.425531914893617,0.8069106317542513,-0.5042910182446719
1513,41,26,1.5769230769230769,-0.35474629919608164,0.23731039635599271
1514,23,14,1.6428571428571428,-1.0616809812137191,0.5331318235138208
1515,11,7,1.5714285714285714,-1.4249495632584068,0.07349238674449401
1516,29,23,1.2608695652173914,-0.4370021859620398,-1.6117443281751918
1517,70,46,1.5217391304347827,0.7670944768223449,0.05315377361790393
1518,103,73,1.4109589041095891,2.194408646631881,-0.42311910482283077
1519,58,43,1.3488372093023255,0.5851388785164064,-0.9788858998926414
1520,49,33,1.4848484848484849,0.04926448582384004,-0.24960932706371725
1521,50,35,1.4285714285714286,0.16206254934224412,-0.564082613942054
1522,36,22,1.6363636363636365,-0.598199541014586,0.5530767250431333
1523,62,48,1.2916666666666667,0.8363883857153636,-1.283358436231388
1524,35,24,1.4583333333333333,-0.4371707172662835,-0.46297931510003837
1525,26,18,1.4444444444444444,-0.7580046668173551,-0.5824913610758083
1526,24,15,1.6,-0.9858895346352341,0.29356485651384134
1527,35,26,1.3076923076923077,-0.27693459365565115,-1.3193677068267318
1528,18,11,1.6363636363636365,-1.231553469287661,0.4742756166392858
1529,159,109,1.4587155963302751,4.180755947318598,0.09760048503882293
1530,64,47,1.3617021276595744,0.7965169719459115,-0.8786324738298658
1531,16,9,1.7777777777777777,-1.4219292219850452,1.2713076631522224
1532,54,31,1.7419354838709675,-0.0936927448552257,1.2310410226809192
1533,30,20,1.5,-0.6682451096748462,-0.2486546668954421
1534,46,28,1.6428571428571428,-0.25393208124152417,0.6337284780070127
1535,79,49,1.6122448979591837,0.9515871928573956,0.6048873933883158
1536,25,16,1.5625,-0.9138291370475209,0.08457293466164373
1537,67,49,1.3673469387755102,0.902754585982415,-0.8330011374795684
1538,53,34,1.5588235294117647,0.09853540922220837,0.18766797353419215
1539,64,45,1.4222222222222225,0.6990466953387915,-0.5365950355797454
1540,25,20,1.25,-0.5855440094609645,-1.6922285159815469
1541,55,41,1.3414634146341464,0.4801054366495995,-1.0343851362746004
1542,187,124,1.5080645161290325,5.073209846444122,0.4982724116229955
1543,34,22,1.5,-0.5397931926280375,-0.23189251498838248
1544,22,15,1.4666666666666666,-0.9295936786071018,-0.47410940848458555
1545,32,19,1.6842105263157894,-0.7876351723965547,0.8077074138790767
1546,50,32,1.5625,-0.01419412777070345,0.1952363775194052
1547,35,25,1.4,-0.36888358858555104,-0.7942218720759706
1548,42,26,1.6153846153846154,-0.3632504137202728,0.460171222777989
1549,50,27,1.851851851851852,-0.3540175895116868,1.8382377231376794
1550,93,64,1.453125,1.7332711472468691,-0.23111101426435962
1551,25,19,1.3157894736842106,-0.6590240601288532,-1.3184312178057753
1552,106,69,1.536231884057971,2.0513688250442437,0.2951568008209787
1553,92,56,1.6428571428571428,1.3615657187028656,0.834921786993397
1554,57,39,1.4615384615384617,0.377723178083096,-0.34575186791282136
1555,99,67,1.4776119402985075,1.908894787691353,-0.06621244944095521
1556,70,48,1.4583333333333333,0.8665745369712102,-0.3053533552415088
1557,93,60,1.55,1.5551607415388742,0.3150448691805602
1558,81,50,1.62,1.0104120137941592,0.6575294870795894
1559,32,20,1.6,-0.7013255497603987,0.32877487273900025
1560,73,48,1.5208333333333333,0.8778943436921525,0.0613985501296962
1561,46,31,1.4838709677419355,-0.0602237233652896,-0.2686028214037542
1562,72,43,1.6744186046511629,0.6143443072260477,0.9261859391576565
1563,62,33,1.878787878787879,0.012578229553927204,2.042257290264098
1564,70,48,1.4583333333333333,0.8665745369712102,-0.3053533552415088
1565,40,27,1.4814814814814814,-0.2788975621939551,-0.30906937639681636
1566,88,59,1.4915254237288136,1.4768114197082418,-0.03711364319132073
1567,74,56,1.3214285714285714,1.2563363884694942,-1.0598391937560019
1568,58,38,1.5263157894736843,0.32323095282301884,0.025616450332858542
1569,29,21,1.380952380952381,-0.575955662969794,-0.9297620839841615
1570,51,33,1.5454545454545454,0.043620446397699665,0.10298553714056152
1571,36,24,1.5,-0.44790708332341495,-0.22182572662381297
1572,18,11,1.6363636363636365,-1.231553469287661,0.4742756166392858
1573,26,19,1.368421052631579,-0.6773970761670962,-1.0146971275650825
1574,180,120,1.5,4.840205549110932,0.4220688398952854
1575,39,23,1.6956521739130437,-0.5569829204151909,0.9031854290674848
1576,145,92,1.5543478260869563,3.387968470103055,0.5678816478338743
1577,30,15,2.0,-1.1547771027196307,2.596587651509118
1578,44,28,1.5714285714285714,-0.24075056910675405,0.21936584582741445
1579,114,68,1.6764705882352942,2.0723009097700227,1.1206427554283747
1580,48,31,1.5483870967741935,-0.06859097873777362,0.10630813961741417
1581,12,7,1.7142857142857142,-1.506161299141226,0.8921746057899556
1582,89,56,1.5892857142857142,1.3440274969973036,0.51912829020183
1583,26,17,1.5294117647058822,-0.8448413680404431,-0.0992395382453209
1584,72,46,1.565217391304348,0.7733793072481229,0.30799443111341634
1585,37,26,1.4230769230769231,-0.32072984109931735,-0.6541329093319898
1586,21,12,1.75,-1.2281880703337757,1.1345659381049142
1587,64,45,1.4222222222222225,0.6990466953387915,-0.5365950355797454
1588,24,15,1.6,-0.9858895346352341,0.29356485651384134
1589,72,48,1.5,0.8741210747851718,-0.06085208499403839
1590,40,24,1.6666666666666667,-0.49085254755194074,0.7427886272810872
1591,64,46,1.391304347826087,0.7482399855450113,-0.711368198868635
1592,107,68,1.5735294117647058,2.016015249553866,0.5096885076408849
1593,14,8,1.75,-1.4668090005563,1.10438931606204
1594,88,58,1.5172413793103448,1.4312410707714394,0.10797039161006376
1595,68,45,1.511111111111111,0.7102705349762849,-0.015885040857476607
1596,46,32,1.4375,-0.0002679334704022057,-0.5315720696805148
1597,55,36,1.5277777777777777,0.21204371964982172,0.02054604709897207
1598,49,35,1.4,0.16367857342193368,-0.7304972031681429
1599,143,88,1.6022727272727273,3.2073841637849547,0.8279672245727173
1600,89,59,1.5084745762711864,1.4832898747949719,0.06296864469720398
1601,108,72,1.5,2.196149232893758,0.10012155663573619
1602,132,87,1.5172413793103448,3.037833213754861,0.30415404946499724
1603,149,97,1.5360824742268042,3.612121971716648,0.4854543315247176
1604,32,17,1.8823529411764703,-0.980954231264727,1.9352024680008022
1605,88,58,1.5172413793103448,1.4312410707714394,0.10797039161006376
1606,48,35,1.3714285714285714,0.16529459750162304,-0.8969117923942308
1607,24,16,1.5,-0.8885831360262773,-0.2754836071670712
1608,39,22,1.7727272727272727,-0.6383229855300415,1.341393646845893
1609,4,3,1.3333333333333333,-1.4977460938910774,-1.3155751307554084
1610,33,20,1.65,-0.717865769803175,0.6174896425562203
1611,20,13,1.5384615384615383,-1.071482222249588,-0.0744183268344206
1612,61,42,1.4523809523809523,0.5402131074338097,-0.379569038035378
1613,102,70,1.457142857142857,2.0609799000309366,-0.16793631999607897
1614,37,20,1.85,-0.7840266499742802,1.772348721825105
1615,132,85,1.5529411764705885,2.9576493429882014,0.5045335678319329
1616,39,22,1.7727272727272727,-0.6383229855300415,1.341393646845893
1617,53,33,1.606060606060606,0.037976406971559275,0.4555804013448404
1618,8,6,1.3333333333333333,-1.3416340260630504,-1.297127266437309
1619,217,133,1.631578947368421,5.78461515272387,1.3188133479484891
1620,37,27,1.3703703703703705,-0.25636155399863575,-0.9532615062571635
1621,116,76,1.5263157894736843,2.4347251070327074,0.28383906468458003
1622,72,46,1.565217391304348,0.7733793072481229,0.30799443111341634
1623,98,63,1.5555555555555556,1.7256864772475646,0.3685478694972351
1624,21,15,1.4,-0.9014457505930358,-0.8579465409837982
1625,146,91,1.6043956043956045,3.343734823479812,0.8551833923762693
1626,12,8,1.5,-1.3292591887291394,-0.3291414877103294
1627,89,55,1.6181818181818182,1.2962422940840441,0.6823625182848938
1628,80,54,1.4814814814814814,1.1992426637426588,-0.12964787044894244
1629,59,40,1.475,0.43257368016815095,-0.2605411913315291
1630,49,29,1.6896551724137931,-0.20401629049054992,0.9125495841492043
1631,27,16,1.6875,-0.964321139090008,0.8046860183190735
1632,19,12,1.5833333333333333,-1.1486767983630641,0.17664694774250414
1633,39,31,1.2580645161290325,-0.0309383295615955,-1.5807911849778435
1634,47,38,1.236842105263158,0.3237265697423443,-1.6633332957328033
1635,53,33,1.606060606060606,0.037976406971559275,0.4555804013448404
1636,33,23,1.434782608695652,-0.4849944797433001,-0.605772425278122
1637,33,26,1.2692307692307692,-0.286713383002553,-1.5455762150199732
1638,57,37,1.5405405405405406,0.26738089278980587,0.10176857195312708
1639,25,19,1.3157894736842106,-0.6590240601288532,-1.3184312178057753
1640,104,74,1.4054054054054057,2.244219504754818,-0.4497814257141445
1641,36,26,1.3846153846153846,-0.31222572657512626,-0.8769937357539858
1642,77,54,1.4259259259259258,1.183086312033679,-0.4567654580359844
1643,41,22,1.8636363636363635,-0.6650719485403451,1.866938261381066
1644,25,15,1.6666666666666667,-1.0140374626493003,0.6774019890130542
1645,45,31,1.4516129032258065,-0.056040095679047566,-0.4560583019143383
1646,135,92,1.4673913043478262,3.265701386024941,0.038114242215380005
1647,28,18,1.5555555555555556,-0.7988235788837679,0.058353087013295064
1648,63,43,1.4651162790697674,0.5955693887698498,-0.29850310023182125
1649,48,32,1.5,-0.007231030620552828,-0.1681678460805548
1650,43,27,1.5925925925925926,-0.30143357038927454,0.3351227534635322
1651,51,33,1.5454545454545454,0.043620446397699665,0.10298553714056152
1652,52,34,1.5294117647058822,0.10073669588868563,0.01645729879472533
1653,60,40,1.5,0.4334450220823094,-0.11450996553729662
1654,36,23,1.565217391304348,-0.5209887000792455,0.14870650189468146
1655,31,20,1.55,-0.6847853297176225,0.04006010292177908
1656,29,17,1.7058823529411764,-0.9128977996525851,0.917981464877741
1657,106,74,1.4324324324324325,2.261962002273292,-0.28883358214680394
1658,24,17,1.411764705882353,-0.7994704136323485,-0.7773868736606943
1659,28,19,1.4736842105263157,-0.7141431082435823,-0.40722894708369645
1660,37,30,1.2333333333333334,-0.07793994722437618,-1.7303215732982007
1661,52,39,1.3333333333333333,0.3755987200452448,-1.0942007589382168
1662,78,51,1.5294117647058822,1.046314759817814,0.1321541358347715
1663,151,97,1.556701030927835,3.634327728360332,0.6098268447768883
1664,107,71,1.5070422535211268,2.1453015129014656,0.13528071006556064
1665,86,55,1.5636363636363635,1.2793824449222588,0.3610099223755479
1666,29,17,1.7058823529411764,-0.9128977996525851,0.917981464877741
1667,27,18,1.5,-0.7784141228505616,-0.26206913703125667
1668,40,27,1.4814814814814814,-0.2788975621939551,-0.30906937639681636
1669,36,21,1.7142857142857142,-0.6801294952979382,0.9961189420543926
1670,16,11,1.4545454545454546,-1.1414897355248679,-0.5701182488885717
1671,65,36,1.8055555555555556,0.2014109588392556,1.639395576177956
1672,87,56,1.5535714285714286,1.332335349193596,0.30859929234078654
1673,57,37,1.5405405405405406,0.26738089278980587,0.10176857195312708
1674,38,25,1.52,-0.3976103743655585,-0.09929781545189273
1675,34,24,1.4166666666666667,-0.42643435120915224,-0.7041329035762625
1676,63,41,1.4878048780487805,0.5244473293338479,-0.17238293660422316
1677,41,27,1.5185185185185186,-0.2864095649257284,-0.09433866644336601
1678,93,60,1.55,1.5551607415388742,0.3150448691805602
1679,66,35,1.8857142857142857,0.13620616406721292,2.0985508136753612
1680,29,18,1.6111111111111112,-0.8192330349169741,0.37877531105784684
1681,92,60,1.5333333333333334,1.548485545639071,0.2165748247273235
1682,39,23,1.6956521739130437,-0.5569829204151909,0.9031854290674848
1683,105,67,1.5671641791044777,1.9562224367438168,0.46497887350766626
1684,23,15,1.5333333333333334,-0.9577416066211681,-0.09027227598537144
1685,56,38,1.4736842105263157,0.3233210649901689,-0.2814653216790808
1686,68,45,1.511111111111111,0.7102705349762849,-0.015885040857476607
1687,24,13,1.8461538461538465,-1.212646753927489,1.6950775574565673
1688,35,20,1.75,-0.7509462098887277,1.1949191821906626
1689,28,21,1.3333333333333333,-0.5610736869229161,-1.2048879448468126
1690,43,24,1.7916666666666667,-0.523061645723335,1.4662493927097626
1691,41,25,1.64,-0.4263371601455658,0.5956262411721839
1692,58,38,1.5263157894736843,0.32323095282301884,0.025616450332858542
1693,22,12,1.8333333333333333,-1.267943706319132,1.6135254332861186
1694,137,90,1.522222222222222,3.2087592152556645,0.35437696830987825
1695,29,20,1.45,-0.6517048896320697,-0.5373694367126632
1696,35,21,1.6666666666666667,-0.6652475192510606,0.7209930811917428
1697,130,83,1.5662650602409638,2.856483648572584,0.5705107377276644
1698,147,97,1.5154639175257731,3.5899162150729653,0.36108181827254593
1699,118,83,1.4216867469879515,2.737782172472824,-0.29481928847949734
1700,18,11,1.6363636363636365,-1.231553469287661,0.4742756166392858
1701,52,34,1.5294117647058822,0.10073669588868563,0.01645729879472533
1702,37,22,1.681818181818182,-0.611574022519738,0.8158490323107211
1703,113,76,1.486842105263158,2.40736833535143,0.04850621301875855
1704,28,21,1.3333333333333333,-0.5610736869229161,-1.2048879448468126
1705,75,48,1.5625,0.8854408815061141,0.3058998203771667
1706,30,19,1.5789473684210529,-0.7508891403200689,0.20023923339769203
1707,13,9,1.4444444444444444,-1.244623774172529,-0.6411826358013513
1708,39,25,1.56,-0.407185969625561,0.13234353675613322
1709,32,23,1.391304347826087,-0.472996406297985,-0.8572654010023893
1710,24,14,1.7142857142857142,-1.0931453972195821,0.9441467739221739
1711,39,22,1.7727272727272727,-0.6383229855300415,1.341393646845893
1712,74,51,1.4509803921568627,1.0278076524336293,-0.32887123916546473
1713,30,22,1.3636363636363635,-0.5179526519836751,-1.0235571185623884
1714,8,5,1.6,-1.5550175043849055,0.22314482406352346
1715,95,62,1.532258064516129,1.6594034432000313,0.22385236823849272
1716,20,13,1.5384615384615383,-1.071482222249588,-0.0744183268344206
1717,25,15,1.5333333333333334,-0.9211757988789822,-0.08357691244288129
1718,31,21,1.4761904761904765,-0.6057196150635497,-0.3795103622588584
1719,15,11,1.3636363636363635,-1.0964578686434714,-1.092315181652501
1720,75,51,1.4705882352941178,1.0324344292796757,-0.21361489541540474
1721,115,76,1.513157894736842,2.425606183138948,0.205394780795972
1722,31,17,1.8235294117647056,-0.9582687540606796,1.5961288002931147
1723,140,90,1.5555555555555556,3.2403925109263643,0.5546647389875992
1724,59,44,1.3409090909090908,0.6366035701529463,-1.0191009869015792
1725,39,22,1.7727272727272727,-0.6383229855300415,1.341393646845893
1726,56,40,1.4,0.4299596544256761,-0.6986348687142292
1727,52,30,1.7333333333333334,-0.15192762829667417,1.1735645337302338
1728,43,27,1.5925925925925926,-0.30143357038927454,0.3351227534635322
1729,97,63,1.5396825396825398,1.7184585333491282,0.27460746136218844
1730,43,26,1.6538461538461535,-0.3717545282444636,0.6830320491999827
1731,56,38,1.4736842105263157,0.3233210649901689,-0.2814653216790808
1732,38,23,1.6521739130434785,-0.5449848469698758,0.6516924533432176
1733,199,132,1.5075757575757576,5.514226301140276,0.5491407800641412
1734,37,25,1.48,-0.38803477910555606,-0.3309391676599187
1735,69,53,1.30188679245283,1.095551532585768,-1.1931663510762551
1736,64,40,1.6,0.43693038973894277,0.4696149376396359
1737,99,62,1.596774193548387,1.6876019955697334,0.6054586928021513
1738,57,35,1.6285714285714286,0.150750380784418,0.6008195106405649
1739,15,10,1.5,-1.2190901755534242,-0.3157270175745149
1740,56,34,1.6470588235294117,0.09193154922277692,0.7012999977525902
1741,33,26,1.2692307692307692,-0.286713383002553,-1.5455762150199732
1742,72,43,1.627906976744186,0.6467379108668565,0.6607281828358179
1743,73,48,1.5208333333333333,0.8778943436921525,0.0613985501296962
1744,35,22,1.5909090909090908,-0.5848250595094342,0.2903044177755455
1745,81,56,1.4464285714285714,1.2972589057824717,-0.3229877012423468
1746,35,21,1.6666666666666667,-0.6652475192510606,0.7209930811917428
1747,34,26,1.3076923076923077,-0.2952174975267441,-1.3227153885979772
1748,39,28,1.3928571428571428,-0.20779678876982866,-0.816540734621582
1749,25,17,1.4705882352941178,-0.822155890836396,-0.43831320595300693
1750,11,7,1.5714285714285714,-1.4249495632584068,0.07349238674449401
1751,53,38,1.3421052631578947,0.36011215315023015,-1.0424743881664367
1752,103,71,1.4507042253521127,2.111407220136946,-0.19965039791629335
1753,25,16,1.5625,-0.9138291370475209,0.08457293466164373
1754,26,19,1.368421052631579,-0.6773970761670962,-1.0146971275650825
1755,29,18,1.6111111111111112,-0.8192330349169741,0.37877531105784684
1756,57,31,1.8387096774193548,-0.10624362791395187,1.7934074642126732
1757,19,14,1.3571428571428572,-0.9358233171902662,-1.1109279781195924
1758,74,48,1.5416666666666667,0.8816676125991331,0.18364918525343205
1759,30,20,1.5,-0.6682451096748462,-0.2486546668954421
1760,36,27,1.3333333333333333,-0.24884955126686253,-1.167992216210614
1761,69,46,1.5,0.7639520616094561,-0.07426655512985296
1762,11,6,1.8333333333333333,-1.6350165535884644,1.566586659336185
1763,32,22,1.4545454545454546,-0.5447016149939787,-0.49801250402721403
1764,60,41,1.4634146341463414,0.4865855074346515,-0.3216294395013614
1765,30,19,1.5789473684210529,-0.7508891403200689,0.20023923339769203
1766,45,32,1.40625,0.003213615104673105,-0.7132741814804948
1767,43,30,1.4333333333333331,-0.10753501965329516,-0.5687671304868285
1768,122,84,1.4523809523809523,2.8171965763816504,-0.10456052872576271
1769,47,32,1.46875,-0.0037494820454775225,-0.34986995788053477
1770,168,102,1.6470588235294117,4.020507035908035,1.1908688000827359
1771,44,26,1.6923076923076923,-0.38025864276865495,0.9058928756219802
1772,38,26,1.3846153846153846,-0.2756599188329401,-0.8702983722114955
1773,110,87,1.264367816091954,2.8117262771207288,-1.2127307970912373
1774,74,56,1.3214285714285714,1.2563363884694942,-1.0598391937560019
1775,69,46,1.5,0.7639520616094561,-0.07426655512985296
1776,30,18,1.6666666666666667,-0.8396424909501803,0.6991975351023983
1777,51,37,1.3783783783783785,0.2706233309055266,-0.8438323988234537
1778,114,74,1.5405405405405406,2.332931992347183,0.35495779212256384
1779,57,39,1.4615384615384617,0.377723178083096,-0.34575186791282136
1780,55,35,1.5714285714285714,0.15398242894379693,0.26799033218838786
1781,70,43,1.627906976744186,0.6101721031246705,0.6540328192933276
1782,22,15,1.4666666666666666,-0.9295936786071018,-0.47410940848458555
1783,24,17,1.411764705882353,-0.7994704136323485,-0.7773868736606943
1784,37,27,1.3703703703703705,-0.25636155399863575,-0.9532615062571635
1785,92,69,1.3333333333333333,1.936719398325513,-0.9097221157572238
1786,8,5,1.6,-1.5550175043849055,0.22314482406352346
1787,22,13,1.6923076923076923,-1.1420644880885384,0.8103296153110728
1788,17,9,1.8888888888888888,-1.4810310379225509,1.9088044294700814
1789,17,14,1.2142857142857142,-0.8728944851785401,-1.9329578789362998
1790,32,25,1.28,-0.3401568028055438,-1.4891459287000473
1791,43,31,1.3870967741935485,-0.04767284030656356,-0.8309692629355068
1792,32,23,1.391304347826087,-0.472996406297985,-0.8572654010023893
1793,24,17,1.411764705882353,-0.7994704136323485,-0.7773868736606943
1794,94,65,1.446153846153846,1.784069348983326,-0.2658643775500249
1795,29,19,1.5263157894736843,-0.7325161242818254,-0.10349485684300223
1796,90,62,1.4516129032258065,1.624155252737904,-0.25315553746608044
1797,36,26,1.3846153846153846,-0.31222572657512626,-0.8769937357539858
1798,245,158,1.5506329113924051,7.0444161074675185,0.9927045563125337
1799,165,107,1.5420560747663552,4.177089552830304,0.5899677437974662
1800,31,21,1.4761904761904765,-0.6057196150635497,-0.3795103622588584
1801,73,50,1.46,0.9755827793497966,-0.28242664883749485
1802,35,23,1.5217391304347827,-0.5089906266339304,-0.10278647382958594
1803,14,10,1.4,-1.1677268315967781,-0.8898088754377121
1804,22,17,1.2941176470588236,-0.7540994592242536,-1.455534209076069
1805,27,20,1.25,-0.5489782017187785,-1.6855331524390567
1806,77,51,1.5098039215686274,1.0416879829717678,0.01689779208471279
1807,36,25,1.44,-0.3784591838455536,-0.5625805198679447
1808,32,20,1.6,-0.7013255497603987,0.32877487273900025
1809,73,50,1.46,0.9755827793497966,-0.28242664883749485
1810,54,35,1.542857142857143,0.15559845302348627,0.10157574296230006
1811,14,9,1.5555555555555556,-1.3037255901100344,-0.003685869483492958
1812,56,35,1.6,0.15236640486410738,0.4344049214144769
1813,7,4,1.5,-1.531314311209478,-0.35262274621071354
1814,10,9,1.1111111111111112,-1.0673183263600123,-2.553672934754924
1815,15,8,1.875,-1.5355839064698804,1.8211547179482248
1816,64,42,1.5,0.561896939129118,-0.09774781363023699
1817,9,6,1.5,-1.4394282019048552,-0.34255595784614395
1818,11,7,1.5714285714285714,-1.4249495632584068,0.07349238674449401
1819,15,8,1.75,-1.448526096685207,1.1077369978332852
1820,22,15,1.4666666666666666,-0.9295936786071018,-0.47410940848458555
1821,17,12,1.3333333333333333,-1.0111269865359036,-1.2568838560298652
1822,10,7,1.4285714285714286,-1.3437378273755878,-0.7451898323009677
1823,18,15,1.2,-0.8170019665508378,-2.009457938481437
1824,5,4,1.25,-1.3937644993823173,-1.7861535499830827
1825,20,13,1.5384615384615383,-1.071482222249588,-0.0744183268344206
1826,13,8,1.625,-1.3980340946427194,0.38762391417585523
1827,11,7,1.5714285714285714,-1.4249495632584068,0.07349238674449401
1828,5,3,1.6666666666666667,-1.71161734944578,0.5902198046556767
1829,33,17,1.9411764705882353,-1.0036397084687747,2.2742761357084906
1830,13,8,1.625,-1.3980340946427194,0.38762391417585523
1831,26,16,1.625,-0.9390751380687645,0.44462947649035867
1832,17,11,1.5454545454545454,-1.1865216024062641,-0.04792131612464357
1833,11,6,1.8333333333333333,-1.6350165535884644,1.566586659336185
1834,25,15,1.6666666666666667,-1.0140374626493003,0.6774019890130542
1835,6,4,1.5,-1.5495972150805706,-0.35597042798195855
1836,61,38,1.605263157894737,0.32309578457229354,0.4862391083507662
